0.107943,-0.797073,3.03526,2,0.114531,-0.49586,3.05646,2,0.120206,-0.198544,3.06433,2,0.14038,-0.0417527,3.06193,2,-0.0488718,-0.284137,3.09661,2,-0.165824,-0.532105,3.04567,1,-0.254931,-0.778796,2.95544,1,-0.257776,-0.826253,2.92127,1,0.289317,-0.296033,3.08273,2,0.380226,-0.540938,3.01109,1,0.477112,-0.78254,2.88902,1,0.500213,-0.840922,2.84688,1,0.0297053,-0.786179,3.00186,2,0.0087937,-1.22885,3.03143,2,-0.0171258,-1.61697,3.04674,2,-0.0333616,-1.69597,2.97608,2,0.18368,-0.789697,2.99895,2,0.201905,-1.20302,3.01529,2,0.219613,-1.63259,3.04352,2,0.195698,-1.68915,2.96915,2,0.118942,-0.272395,3.06479,2,-0.284124,-0.870826,2.88627,2,-0.175521,-0.845999,2.87565,2,0.576035,-0.865534,2.82065,2,0.457065,-0.867863,2.82761,2,
0.107942,-0.796972,3.03537,2,0.114542,-0.495843,3.05649,2,0.120238,-0.198563,3.06433,2,0.140194,-0.0418589,3.06198,2,-0.0488772,-0.284149,3.09657,2,-0.165814,-0.531762,3.04572,1,-0.255252,-0.778849,2.95512,1,-0.272587,-0.828256,2.91623,1,0.289311,-0.296008,3.08275,2,0.38018,-0.540967,3.01108,1,0.476929,-0.782634,2.88918,1,0.475435,-0.836795,2.85346,1,0.0296909,-0.786115,3.002,2,0.0080544,-1.22786,3.03116,2,-0.0171465,-1.61697,3.04674,2,-0.032932,-1.69633,2.97682,2,0.183695,-0.789547,2.99904,2,0.201667,-1.20092,3.01463,2,0.218962,-1.63127,3.04371,2,0.197699,-1.68878,2.96776,2,0.11896,-0.272402,3.06479,2,-0.294839,-0.864388,2.88562,2,-0.219816,-0.848701,2.8957,2,0.491139,-0.887165,2.82457,2,0.389381,-0.851534,2.829,2,
0.107914,-0.796882,3.03539,2,0.114431,-0.495692,3.05664,2,0.120022,-0.198365,3.06467,2,0.140216,-0.0419178,3.06227,2,-0.0489337,-0.284157,3.0966,2,-0.165542,-0.532243,3.04577,1,-0.255354,-0.779173,2.95484,1,-0.256175,-0.825919,2.92127,1,0.289326,-0.295953,3.0829,2,0.380053,-0.540721,3.01142,1,0.476291,-0.782322,2.89061,1,0.499902,-0.843058,2.84622,1,0.0296298,-0.786035,3.00206,2,0.00991636,-1.23198,3.03248,2,-0.0173676,-1.61706,3.04709,2,-0.0366956,-1.69561,2.97671,2,0.183696,-0.789435,2.99904,2,0.201613,-1.20257,3.01525,2,0.219442,-1.642,3.04496,2,0.198136,-1.68875,2.96836,2,0.11877,-0.272215,3.06508,2,-0.27021,-0.87188,2.88172,2,-0.174568,-0.846437,2.8783,2,0.588848,-0.864528,2.82435,2,0.457333,-0.876789,2.826,2,
0.107888,-0.796834,3.03551,2,0.114325,-0.495607,3.05684,2,0.119842,-0.19826,3.06494,2,0.14013,-0.042031,3.06243,2,-0.0490433,-0.284121,3.09677,2,-0.165658,-0.532331,3.0458,1,-0.255268,-0.778503,2.95497,1,-0.256695,-0.825983,2.91996,1,0.289098,-0.295556,3.08315,2,0.380017,-0.540743,3.01147,1,0.476332,-0.783376,2.89012,1,0.501962,-0.843856,2.84413,1,0.0296146,-0.786026,3.00214,2,0.0107786,-1.23303,3.03266,2,-0.0178364,-1.61868,3.047,2,-0.0246068,-1.64352,2.93519,2,0.183658,-0.789332,2.99923,2,0.201366,-1.20208,3.01513,2,0.220013,-1.6398,3.04445,2,0.196886,-1.68735,2.96882,2,0.118605,-0.272115,3.06533,2,-0.278705,-0.8734,2.87966,2,-0.171818,-0.844438,2.8715,2,0.587627,-0.862728,2.81847,2,0.457422,-0.876788,2.82589,2,
0.108048,-0.796881,3.03537,2,0.114714,-0.495717,3.0568,2,0.120739,-0.198526,3.06508,2,0.140013,-0.0420874,3.06257,2,-0.0489546,-0.284198,3.0967,2,-0.165704,-0.532511,3.04597,1,-0.255064,-0.777513,2.9562,1,-0.270428,-0.828534,2.91756,1,0.289054,-0.295682,3.08305,2,0.380027,-0.540795,3.01145,1,0.476497,-0.783313,2.89019,1,0.503274,-0.841293,2.84685,1,0.0297083,-0.786084,3.0021,2,0.0125884,-1.23573,3.03391,2,-0.0179463,-1.61946,3.04695,2,-0.0249885,-1.64403,2.93501,2,0.183919,-0.789351,2.9989,2,0.201608,-1.20415,3.01615,2,0.220168,-1.63934,3.04401,2,0.196681,-1.68737,2.96952,2,0.119345,-0.272334,3.06542,2,-0.287636,-0.867204,2.87863,2,-0.203402,-0.845179,2.88171,2,0.591378,-0.864022,2.82406,2,0.460065,-0.877958,2.8294,2,
0.107782,-0.797085,3.03554,2,0.114589,-0.495781,3.0569,2,0.120702,-0.198525,3.06511,2,0.140049,-0.0422279,3.06263,2,-0.0489676,-0.284201,3.09671,2,-0.165623,-0.53333,3.04575,1,-0.255149,-0.776401,2.95679,1,-0.25488,-0.825219,2.92389,1,0.289292,-0.297337,3.08239,2,0.380536,-0.541664,3.01108,1,0.476636,-0.783795,2.88989,1,0.4779,-0.836869,2.85241,1,0.0295726,-0.786234,3.00226,2,0.0100419,-1.23211,3.03324,2,-0.0180204,-1.61886,3.04713,2,-0.0248042,-1.64361,2.93526,2,0.183475,-0.789633,2.9991,2,0.201647,-1.20807,3.0178,2,0.220399,-1.63977,3.04386,2,0.193582,-1.68868,2.96546,2,0.119292,-0.272343,3.06546,2,-0.262655,-0.871262,2.89248,2,-0.173578,-0.847548,2.87964,2,0.487825,-0.884675,2.81544,2,0.388837,-0.855314,2.8299,2,
0.107869,-0.797087,3.03555,2,0.114635,-0.495775,3.05697,2,0.120713,-0.198507,3.06527,2,0.140069,-0.042366,3.06298,2,-0.0490294,-0.284586,3.09677,2,-0.165725,-0.533496,3.04565,1,-0.255039,-0.776553,2.95674,1,-0.257067,-0.826303,2.922,1,0.289312,-0.297187,3.08261,2,0.380475,-0.541345,3.01122,1,0.476765,-0.783698,2.88972,1,0.497976,-0.837693,2.84756,1,0.0296162,-0.78628,3.00225,2,0.0104837,-1.23327,3.0336,2,-0.0183665,-1.61888,3.04626,2,-0.0349842,-1.69543,2.97713,2,0.183669,-0.789556,2.99914,2,0.201472,-1.20572,3.01649,2,0.220102,-1.63412,3.04345,2,0.195419,-1.68745,2.96938,2,0.119313,-0.27233,3.06559,2,-0.268827,-0.870877,2.88463,2,-0.173598,-0.847653,2.88,2,0.568792,-0.864233,2.81936,2,0.452274,-0.868604,2.8279,2,
0.107914,-0.797085,3.0355,2,0.114663,-0.495782,3.05696,2,0.120748,-0.198529,3.0653,2,0.140098,-0.0423651,3.06297,2,-0.0490135,-0.284623,3.09678,2,-0.165649,-0.533422,3.04568,1,-0.255019,-0.776665,2.95671,1,-0.260118,-0.824475,2.9212,1,0.289486,-0.297308,3.08282,2,0.380314,-0.541343,3.01132,1,0.477162,-0.783896,2.88968,1,0.50047,-0.839402,2.84771,1,0.0296446,-0.786279,3.00218,2,0.00911937,-1.22933,3.03305,2,-0.0183357,-1.61926,3.04647,2,-0.02492,-1.64391,2.93451,2,0.183731,-0.789556,2.99911,2,0.201455,-1.20569,3.01654,2,0.222115,-1.63618,3.04418,2,0.195725,-1.688,2.9701,2,0.119345,-0.272347,3.06561,2,-0.276269,-0.869049,2.88837,2,-0.178319,-0.844755,2.87541,2,0.57539,-0.866004,2.82246,2,0.459027,-0.865831,2.82263,2,
0.108016,-0.797306,3.03553,2,0.114663,-0.495815,3.05698,2,0.120702,-0.198501,3.06532,2,0.140059,-0.0425014,3.06328,2,-0.0491431,-0.285138,3.09664,2,-0.165984,-0.533991,3.04552,1,-0.25475,-0.776684,2.95649,1,-0.268277,-0.826472,2.92012,1,0.289524,-0.297386,3.08276,2,0.380756,-0.543312,3.01122,1,0.476917,-0.784547,2.88912,1,0.47492,-0.836072,2.85166,1,0.0299348,-0.786662,3.00227,2,0.0102757,-1.23157,3.03315,2,-0.0185827,-1.61943,3.04611,2,-0.0253657,-1.64398,2.93411,2,0.183727,-0.789677,2.99912,2,0.201568,-1.20563,3.01638,2,0.221547,-1.63892,3.04331,2,0.195771,-1.68801,2.97012,2,0.119319,-0.272339,3.06563,2,-0.293112,-0.864685,2.88172,2,-0.201336,-0.846572,2.88225,2,0.491427,-0.885306,2.82179,2,0.388712,-0.851769,2.82991,2,
0.108138,-0.797202,3.03569,2,0.114751,-0.495698,3.05728,2,0.120732,-0.198366,3.06576,2,0.140062,-0.0422927,3.0637,2,-0.0490055,-0.285118,3.09682,2,-0.166084,-0.533732,3.04574,1,-0.253598,-0.775047,2.95816,1,-0.263555,-0.826731,2.92346,1,0.289609,-0.297076,3.08326,2,0.380443,-0.542457,3.01173,1,0.477578,-0.784647,2.88966,1,0.500519,-0.841092,2.84885,1,0.0299889,-0.786553,3.00238,2,0.0105222,-1.2328,3.03321,2,-0.0183053,-1.61955,3.04615,2,-0.0250316,-1.64411,2.93415,2,0.183934,-0.789582,2.99935,2,0.20214,-1.20778,3.01814,2,0.22167,-1.6391,3.04339,2,0.20353,-1.68698,2.96629,2,0.119363,-0.272209,3.06603,2,-0.284195,-0.869373,2.88977,2,-0.203074,-0.84586,2.8818,2,0.578172,-0.862994,2.81985,2,0.453332,-0.867998,2.82768,2,
