


















-0.423944,-0.418278,2.2655,2,-0.421669,-0.11434,2.22154,2,-0.416685,0.182269,2.16416,2,-0.429477,0.309378,2.10572,2,-0.604825,0.0711044,2.17537,2,-0.650919,-0.194458,2.21302,1,-0.699926,-0.415422,2.21791,1,-0.692954,-0.418136,2.1949,1,-0.259718,0.0627401,2.1398,2,-0.217196,-0.194993,2.17519,1,-0.170118,-0.41805,2.15577,1,-0.173235,-0.420795,2.14494,1,-0.496174,-0.409831,2.23626,2,-0.539247,-0.745693,2.34403,2,-0.569251,-1.09795,2.44714,2,-0.586914,-1.16504,2.37695,2,-0.338712,-0.413947,2.22552,2,-0.280963,-0.756535,2.3134,2,-0.251484,-1.09945,2.39287,2,-0.235718,-1.16699,2.3125,2,-0.418398,0.109168,2.18084,2,-0.698522,-0.472539,2.19961,2,-0.65934,-0.429893,2.16904,2,-0.162047,-0.468603,2.14305,2,-0.142101,-0.417443,2.12436,2,
-0.42392,-0.418391,2.26571,2,-0.421673,-0.114344,2.22159,2,-0.416701,0.182309,2.16416,2,-0.429476,0.309428,2.10575,2,-0.604975,0.0713934,2.17577,2,-0.650872,-0.194351,2.21303,1,-0.69999,-0.415298,2.21773,1,-0.692427,-0.41794,2.19459,1,-0.259741,0.0627902,2.13989,2,-0.21717,-0.194892,2.17509,1,-0.170143,-0.417962,2.15591,1,-0.172806,-0.420242,2.14512,1,-0.496147,-0.409911,2.23646,2,-0.53931,-0.745511,2.34404,2,-0.568316,-1.09608,2.44633,2,-0.586914,-1.16483,2.37709,2,-0.338689,-0.414093,2.22574,2,-0.280998,-0.756491,2.3135,2,-0.251528,-1.0998,2.39305,2,-0.24005,-1.16526,2.32117,2,-0.418409,0.109191,2.18086,2,-0.703094,-0.471816,2.19911,2,-0.660096,-0.43026,2.16771,2,-0.159302,-0.464981,2.13941,2,-0.144019,-0.407713,2.12785,2,
-0.423924,-0.418741,2.26612,2,-0.421706,-0.114443,2.22193,2,-0.416763,0.182399,2.1645,2,-0.429464,0.309467,2.1058,2,-0.605079,0.0713624,2.17605,2,-0.651296,-0.1949,2.21327,1,-0.699817,-0.416195,2.21758,1,-0.692792,-0.418821,2.19533,1,-0.259766,0.0628598,2.14,2,-0.217046,-0.1955,2.17533,1,-0.169987,-0.418729,2.15581,1,-0.172379,-0.420689,2.14509,1,-0.496149,-0.410316,2.23687,2,-0.539654,-0.746701,2.3451,2,-0.568126,-1.09753,2.44539,2,-0.586411,-1.16608,2.37545,2,-0.338695,-0.41438,2.22611,2,-0.281019,-0.756454,2.31359,2,-0.251513,-1.09982,2.39305,2,-0.240916,-1.16502,2.32295,2,-0.418463,0.109233,2.18119,2,-0.701623,-0.472932,2.19921,2,-0.657535,-0.431801,2.17084,2,-0.159182,-0.467369,2.14148,2,-0.141349,-0.407808,2.13069,2,
-0.423954,-0.419021,2.26658,2,-0.421697,-0.114577,2.22217,2,-0.416744,0.182366,2.16458,2,-0.429455,0.309465,2.106,2,-0.605274,0.0714871,2.17664,2,-0.651829,-0.197826,2.21471,1,-0.700336,-0.419684,2.217,1,-0.692721,-0.418463,2.19559,1,-0.259803,0.0629873,2.14031,2,-0.216999,-0.195389,2.17544,1,-0.169968,-0.419066,2.15627,1,-0.171869,-0.420619,2.14772,1,-0.49618,-0.410643,2.23752,2,-0.539632,-0.746691,2.34514,2,-0.568819,-1.09922,2.44848,2,-0.587441,-1.16538,2.38144,2,-0.338721,-0.414607,2.22641,2,-0.280977,-0.756355,2.3137,2,-0.25151,-1.10044,2.39304,2,-0.240527,-1.16608,2.32176,2,-0.418444,0.109182,2.1813,2,-0.702486,-0.47003,2.19871,2,-0.659538,-0.431642,2.16961,2,-0.159238,-0.467508,2.14212,2,-0.143152,-0.426633,2.12088,2,
-0.423954,-0.419075,2.26691,2,-0.421713,-0.114586,2.22235,2,-0.416761,0.182385,2.16464,2,-0.429407,0.309432,2.10618,2,-0.605336,0.071494,2.17681,2,-0.651705,-0.197506,2.21492,1,-0.699943,-0.419676,2.21682,1,-0.692283,-0.418245,2.1957,1,-0.259834,0.0630793,2.14057,2,-0.216984,-0.195239,2.17544,1,-0.169941,-0.41914,2.15639,1,-0.17247,-0.421182,2.1464,1,-0.496185,-0.410706,2.23781,2,-0.539546,-0.747081,2.34542,2,-0.569131,-1.10031,2.44923,2,-0.587488,-1.16565,2.38098,2,-0.338716,-0.414649,2.22676,2,-0.280964,-0.756476,2.3138,2,-0.251495,-1.10052,2.39304,2,-0.23999,-1.16607,2.32059,2,-0.418462,0.109197,2.18139,2,-0.702432,-0.470567,2.19831,2,-0.656293,-0.43085,2.17521,2,-0.161182,-0.467831,2.1436,2,-0.143765,-0.410894,2.12936,2,
-0.423888,-0.4191,2.267,2,-0.421733,-0.11458,2.22251,2,-0.416943,0.182459,2.16494,2,-0.429353,0.309561,2.10662,2,-0.606249,0.0714281,2.17788,2,-0.651694,-0.197493,2.21501,1,-0.691388,-0.421797,2.21318,1,-0.689057,-0.420272,2.19455,1,-0.259843,0.0631181,2.14078,2,-0.216951,-0.195215,2.17543,1,-0.169639,-0.419179,2.15653,1,-0.172487,-0.420153,2.14777,1,-0.496121,-0.410735,2.23789,2,-0.53965,-0.747058,2.34558,2,-0.56911,-1.10017,2.44934,2,-0.588146,-1.16554,2.3823,2,-0.338648,-0.414666,2.22685,2,-0.281001,-0.756556,2.31407,2,-0.251537,-1.1006,2.39304,2,-0.239444,-1.16607,2.3197,2,-0.418593,0.10925,2.18164,2,-0.700039,-0.469261,2.19508,2,-0.64957,-0.434657,2.17785,2,-0.163319,-0.469244,2.1472,2,-0.142281,-0.416409,2.1263,2,
-0.423863,-0.41919,2.26716,2,-0.421755,-0.114622,2.22262,2,-0.416988,0.182453,2.16499,2,-0.429287,0.309559,2.10684,2,-0.606313,0.0716875,2.17851,2,-0.65167,-0.197339,2.21535,1,-0.688333,-0.422384,2.2109,1,-0.688356,-0.420667,2.19448,1,-0.259855,0.0630931,2.14128,2,-0.216899,-0.195158,2.17552,1,-0.169655,-0.419217,2.15685,1,-0.171711,-0.421201,2.14783,1,-0.496102,-0.410779,2.23802,2,-0.539773,-0.74726,2.34577,2,-0.56929,-1.10048,2.44933,2,-0.588379,-1.16558,2.38201,2,-0.338616,-0.414809,2.22704,2,-0.281001,-0.75659,2.31412,2,-0.251546,-1.10056,2.39312,2,-0.240244,-1.16655,2.32287,2,-0.418634,0.109237,2.1817,2,-0.702003,-0.474457,2.20867,2,-0.654393,-0.434677,2.16945,2,-0.160286,-0.469328,2.14999,2,-0.139379,-0.42057,2.1331,2,
-0.423851,-0.419272,2.26742,2,-0.421759,-0.114605,2.22275,2,-0.416998,0.182541,2.16505,2,-0.429179,0.309594,2.10696,2,-0.60659,0.0718727,2.17904,2,-0.651549,-0.197034,2.2157,1,-0.690639,-0.421632,2.21225,1,-0.688658,-0.42019,2.1954,1,-0.259889,0.0632233,2.1417,2,-0.216903,-0.194906,2.17565,1,-0.169736,-0.419021,2.15712,1,-0.172182,-0.419994,2.14777,1,-0.496097,-0.410846,2.23825,2,-0.539723,-0.747233,2.34589,2,-0.569244,-1.10087,2.44931,2,-0.588281,-1.16572,2.38248,2,-0.338598,-0.414903,2.22731,2,-0.281097,-0.757191,2.31483,2,-0.251462,-1.10128,2.39285,2,-0.240765,-1.16674,2.32358,2,-0.418643,0.109304,2.18178,2,-0.6998,-0.470356,2.19533,2,-0.650044,-0.435159,2.17921,2,-0.157855,-0.463724,2.14115,2,-0.141877,-0.410462,2.12959,2,
-0.423697,-0.420412,2.26874,2,-0.421804,-0.114973,2.22342,2,-0.417099,0.182558,2.16528,2,-0.429172,0.309645,2.10766,2,-0.606613,0.0720297,2.17944,2,-0.651709,-0.196845,2.21599,1,-0.69113,-0.421358,2.21345,1,-0.688692,-0.420183,2.19746,1,-0.259856,0.0632149,2.14204,2,-0.216929,-0.194705,2.17596,1,-0.169654,-0.418816,2.1575,1,-0.172111,-0.420531,2.14971,1,-0.495972,-0.411831,2.23949,2,-0.5399,-0.748357,2.34695,2,-0.569104,-1.10187,2.44957,2,-0.586977,-1.16654,2.38141,2,-0.338423,-0.416168,2.22869,2,-0.281025,-0.758737,2.31568,2,-0.251498,-1.10138,2.39286,2,-0.241622,-1.16679,2.32519,2,-0.418739,0.10926,2.18209,2,-0.702713,-0.471461,2.2025,2,-0.65443,-0.436784,2.17224,2,-0.157266,-0.464748,2.14502,2,-0.144408,-0.408379,2.13137,2,
-0.423879,-0.420449,2.26915,2,-0.421929,-0.115022,2.22392,2,-0.417159,0.182555,2.16576,2,-0.42911,0.309436,2.10825,2,-0.606631,0.0720117,2.17975,2,-0.651693,-0.196905,2.21618,1,-0.688362,-0.42202,2.21165,1,-0.68859,-0.421021,2.19663,1,-0.259827,0.0633208,2.14235,2,-0.216918,-0.194671,2.1765,1,-0.169654,-0.418798,2.1579,1,-0.171196,-0.420982,2.14887,1,-0.49626,-0.412437,2.24019,2,-0.540156,-0.748393,2.34751,2,-0.568765,-1.10058,2.44839,2,-0.587208,-1.1665,2.38137,2,-0.338607,-0.415796,2.22905,2,-0.281103,-0.7586,2.31599,2,-0.251471,-1.10128,2.39298,2,-0.242657,-1.166,2.32707,2,-0.418815,0.109243,2.18259,2,-0.702449,-0.471393,2.20654,2,-0.652404,-0.436255,2.17585,2,-0.159994,-0.467662,2.14799,2,-0.140795,-0.421438,2.12852,2,
-0.42399,-0.420432,2.26943,2,-0.422004,-0.115058,2.22415,2,-0.417202,0.182515,2.1659,2,-0.429004,0.309287,2.10851,2,-0.60687,0.0720475,2.18007,2,-0.651794,-0.197144,2.21642,1,-0.686637,-0.422639,2.21057,1,-0.688117,-0.420996,2.19601,1,-0.25982,0.0633676,2.14259,2,-0.216934,-0.194676,2.17665,1,-0.169543,-0.418799,2.15801,1,-0.171453,-0.418816,2.14927,1,-0.496394,-0.412836,2.24067,2,-0.540216,-0.748411,2.34765,2,-0.567938,-1.09936,2.44745,2,-0.587192,-1.16649,2.38136,2,-0.338763,-0.415364,2.22931,2,-0.28107,-0.758859,2.3163,2,-0.250959,-1.10131,2.39217,2,-0.243058,-1.166,2.3281,2,-0.418867,0.109201,2.18276,2,-0.701923,-0.46931,2.20005,2,-0.652372,-0.451024,2.18433,2,-0.158602,-0.464048,2.14077,2,-0.143389,-0.414905,2.12761,2,
-0.424089,-0.420412,2.26972,2,-0.422088,-0.115048,2.22452,2,-0.417267,0.182548,2.16628,2,-0.428968,0.309281,2.10855,2,-0.606835,0.0720677,2.18029,2,-0.651803,-0.197042,2.21658,1,-0.686256,-0.422643,2.21012,1,-0.687359,-0.419872,2.19646,1,-0.259809,0.0635274,2.14315,2,-0.216913,-0.194739,2.17706,1,-0.169528,-0.418883,2.15829,1,-0.171111,-0.418466,2.14948,1,-0.496503,-0.413052,2.24091,2,-0.540306,-0.748391,2.34803,2,-0.567932,-1.09925,2.44744,2,-0.587343,-1.16627,2.38167,2,-0.338872,-0.41502,2.2297,2,-0.281005,-0.759026,2.31654,2,-0.250868,-1.10153,2.39222,2,-0.243137,-1.16608,2.32778,2,-0.418938,0.109226,2.18314,2,-0.69841,-0.468876,2.19924,2,-0.652398,-0.438317,2.17508,2,-0.159579,-0.464349,2.14319,2,-0.142727,-0.415662,2.12742,2,
-0.424145,-0.420404,2.26991,2,-0.422087,-0.115031,2.22479,2,-0.417202,0.182607,2.1666,2,-0.428842,0.30938,2.10882,2,-0.606866,0.0720587,2.18048,2,-0.651581,-0.197035,2.21661,1,-0.688974,-0.422115,2.21178,1,-0.688696,-0.419443,2.196,1,-0.259777,0.0636553,2.1436,2,-0.216828,-0.195279,2.17756,1,-0.169367,-0.419434,2.15847,1,-0.171645,-0.418978,2.15056,1,-0.496569,-0.413248,2.24118,2,-0.540336,-0.748192,2.34804,2,-0.56868,-1.09967,2.44833,2,-0.587836,-1.16575,2.38282,2,-0.338925,-0.414817,2.22987,2,-0.280965,-0.758969,2.31658,2,-0.251022,-1.10137,2.39244,2,-0.241703,-1.16607,2.32564,2,-0.41889,0.109273,2.18345,2,-0.698621,-0.469013,2.19524,2,-0.653468,-0.436112,2.17663,2,-0.158833,-0.464718,2.14387,2,-0.14351,-0.422277,2.12343,2,
-0.424233,-0.420326,2.27001,2,-0.422113,-0.115014,2.22487,2,-0.417195,0.1826,2.16666,2,-0.428778,0.309365,2.10903,2,-0.606863,0.0722501,2.1807,2,-0.651596,-0.197094,2.21655,1,-0.690386,-0.421951,2.21285,1,-0.688735,-0.420057,2.19737,1,-0.259772,0.0636832,2.14395,2,-0.216703,-0.196327,2.17848,1,-0.169057,-0.420483,2.15848,1,-0.171526,-0.419233,2.14977,1,-0.496646,-0.413361,2.24126,2,-0.540291,-0.747918,2.34789,2,-0.563509,-1.0878,2.44261,2,-0.584646,-1.16111,2.38079,2,-0.339097,-0.414274,2.23,2,-0.281284,-0.750622,2.31456,2,-0.251238,-1.09724,2.39437,2,-0.252006,-1.15742,2.34726,2,-0.41889,0.109271,2.18352,2,-0.703319,-0.470438,2.20278,2,-0.651386,-0.435662,2.1801,2,-0.159001,-0.465193,2.14605,2,-0.143256,-0.422215,2.12544,2,
-0.424364,-0.420273,2.27024,2,-0.422214,-0.11497,2.22529,2,-0.417249,0.18266,2.16726,2,-0.428746,0.309372,2.10912,2,-0.607066,0.0720715,2.18118,2,-0.651316,-0.196947,2.21702,1,-0.688929,-0.422099,2.21258,1,-0.688326,-0.421692,2.1982,1,-0.259913,0.0637787,2.14463,2,-0.216653,-0.196196,2.17866,1,-0.16923,-0.420465,2.15914,1,-0.17169,-0.419023,2.15218,1,-0.49684,-0.413597,2.24162,2,-0.540101,-0.747144,2.34792,2,-0.56318,-1.08694,2.44182,2,-0.583764,-1.15992,2.38115,2,-0.339202,-0.413957,2.23017,2,-0.28125,-0.750559,2.31474,2,-0.251324,-1.09482,2.39541,2,-0.252031,-1.15461,2.34825,2,-0.418958,0.109325,2.18408,2,-0.704307,-0.469674,2.1977,2,-0.651235,-0.437069,2.18106,2,-0.159578,-0.4673,2.15149,2,-0.139821,-0.425674,2.12818,2,
-0.424549,-0.420197,2.27035,2,-0.422273,-0.114967,2.22536,2,-0.417254,0.182646,2.16729,2,-0.428668,0.309358,2.10916,2,-0.607078,0.0720783,2.18128,2,-0.651284,-0.196855,2.21734,1,-0.691644,-0.421519,2.21316,1,-0.689004,-0.419261,2.19755,1,-0.25985,0.0637283,2.14484,2,-0.216632,-0.196062,2.17882,1,-0.169196,-0.420368,2.1593,1,-0.171469,-0.419056,2.15199,1,-0.497123,-0.413721,2.24172,2,-0.540183,-0.746902,2.34793,2,-0.562878,-1.08419,2.44127,2,-0.581807,-1.15747,2.38007,2,-0.339336,-0.413651,2.23027,2,-0.281341,-0.744055,2.31292,2,-0.251271,-1.09163,2.39685,2,-0.25576,-1.15148,2.35392,2,-0.418972,0.109313,2.18411,2,-0.702904,-0.470606,2.20421,2,-0.651071,-0.433488,2.18189,2,-0.160037,-0.468819,2.15606,2,-0.143834,-0.403591,2.13815,2,
