











































































0.00706662,-0.28127,3.249,2,0.00519755,0.0136453,3.22557,2,0.00334421,0.302774,3.18981,2,0.0142004,0.459972,3.16319,2,-0.163292,0.212305,3.17452,2,-0.244788,-0.0297189,3.08707,2,-0.259064,-0.269151,2.95623,2,-0.254177,-0.342744,2.89602,2,0.172718,0.195549,3.18039,2,0.265637,-0.0228513,3.09877,2,0.263491,-0.265705,2.95818,2,0.247622,-0.346495,2.91076,2,-0.0694063,-0.274419,3.21284,2,-0.144054,-0.689084,3.29097,2,-0.171218,-1.08869,3.37258,2,-0.174681,-1.17467,3.30017,2,0.0833846,-0.282029,3.21477,2,0.132298,-0.688096,3.29098,2,0.177622,-1.08274,3.38628,2,0.177438,-1.13627,3.24854,2,0.00380627,0.231298,3.20103,2,-0.238027,-0.393654,2.85912,2,-0.307651,-0.355356,2.84743,2,0.227181,-0.402476,2.88256,2,0.311095,-0.371127,2.87675,2,
0.00707393,-0.280568,3.24914,2,0.00541516,0.013969,3.22607,2,0.00396426,0.302724,3.19111,2,0.0141999,0.459518,3.16389,2,-0.162552,0.211582,3.1742,2,-0.244198,-0.0276657,3.08054,2,-0.25638,-0.25211,2.92484,2,-0.245272,-0.322369,2.86138,2,0.172151,0.196439,3.18064,2,0.265817,-0.0185823,3.09381,2,0.261765,-0.25719,2.93468,2,0.253014,-0.327646,2.86878,2,-0.0694047,-0.274192,3.21271,2,-0.144381,-0.691974,3.29301,2,-0.170584,-1.08937,3.37228,2,-0.173511,-1.17455,3.29847,2,0.0834054,-0.280473,3.21562,2,0.13153,-0.688478,3.29187,2,0.177586,-1.08278,3.38634,2,0.17761,-1.13614,3.24882,2,0.00429902,0.231369,3.20207,2,-0.221099,-0.380044,2.8202,2,-0.294439,-0.320576,2.8182,2,0.221798,-0.384541,2.83442,2,0.316554,-0.342761,2.83713,2,
0.0065665,-0.278828,3.2493,2,0.00543525,0.0144847,3.22663,2,0.00445675,0.3025,3.19254,2,0.0142427,0.458746,3.16468,2,-0.161424,0.210783,3.17451,2,-0.243532,-0.0175106,3.07041,2,-0.250085,-0.234458,2.89037,2,-0.244425,-0.300125,2.8121,2,0.171877,0.196832,3.18097,2,0.26965,-0.00992419,3.07574,2,0.270675,-0.232166,2.88392,2,0.255002,-0.303694,2.81759,2,-0.069793,-0.273068,3.21261,2,-0.144106,-0.690858,3.2923,2,-0.169732,-1.09043,3.37161,2,-0.166513,-1.13672,3.24552,2,0.0827952,-0.278179,3.21617,2,0.13162,-0.68822,3.29174,2,0.181956,-1.08619,3.389,2,0.181776,-1.13257,3.26289,2,0.00464061,0.231368,3.2032,2,-0.220528,-0.35008,2.77213,2,-0.294453,-0.299785,2.7805,2,0.215438,-0.353641,2.78412,2,0.32132,-0.317608,2.79222,2,
0.00686315,-0.279219,3.24911,2,0.00566661,0.0144056,3.22716,2,0.00469494,0.302936,3.19491,2,0.0144104,0.458434,3.16753,2,-0.160425,0.209636,3.17482,2,-0.245271,-0.0041879,3.05803,2,-0.249646,-0.186527,2.87419,2,-0.250961,-0.256324,2.78791,2,0.171534,0.196991,3.18203,2,0.269777,0.00388513,3.0651,2,0.269354,-0.210818,2.86317,2,0.257212,-0.276013,2.77342,2,-0.0694087,-0.273704,3.21235,2,-0.143804,-0.69142,3.2938,2,-0.169471,-1.09082,3.37098,2,-0.17041,-1.15918,3.29883,2,0.0830298,-0.278434,3.21601,2,0.131962,-0.69022,3.29389,2,0.182547,-1.09027,3.38873,2,0.192411,-1.16421,3.33428,2,0.00491059,0.231608,3.20503,2,-0.241378,-0.308696,2.72763,2,-0.300715,-0.271605,2.73911,2,0.241843,-0.315405,2.73775,2,0.324636,-0.28001,2.748,2,
0.00580155,-0.286714,3.25233,2,0.00533492,0.0120416,3.2308,2,0.00472871,0.30339,3.19917,2,0.0146233,0.458565,3.17025,2,-0.160142,0.2099,3.17509,2,-0.246502,0.0115857,3.04043,2,-0.252728,-0.137044,2.86647,2,-0.238408,-0.241739,2.72594,2,0.171284,0.197252,3.1826,2,0.271572,0.0220333,3.04917,2,0.273912,-0.136556,2.84593,2,0.255176,-0.234208,2.73884,2,-0.0703249,-0.280672,3.21528,2,-0.143746,-0.691265,3.29397,2,-0.169353,-1.09104,3.37103,2,-0.170585,-1.15927,3.29918,2,0.0818127,-0.286454,3.21923,2,0.132055,-0.690825,3.29505,2,0.182698,-1.09092,3.38851,2,0.192398,-1.16161,3.33056,2,0.00486336,0.231371,3.20907,2,-0.216968,-0.278194,2.68041,2,-0.300729,-0.240001,2.6995,2,0.240085,-0.276165,2.70503,2,0.307948,-0.229918,2.70492,2,
0.00384753,-0.305634,3.2523,2,0.0049338,0.00724795,3.23323,2,0.00489235,0.303863,3.2017,2,0.0146172,0.458958,3.17288,2,-0.160035,0.20993,3.17543,2,-0.244333,0.0288863,3.02607,2,-0.246879,-0.115378,2.81585,2,-0.241887,-0.200282,2.68934,2,0.170505,0.197549,3.18384,2,0.272494,0.0435656,3.03768,2,0.278636,-0.112078,2.81336,2,0.259998,-0.195924,2.69719,2,-0.0721324,-0.299844,3.21435,2,-0.143838,-0.691417,3.29449,2,-0.168931,-1.09108,3.37123,2,-0.171346,-1.15951,3.29938,2,0.0797402,-0.304816,3.21947,2,0.131868,-0.690633,3.29536,2,0.182783,-1.09131,3.38855,2,0.20047,-1.16864,3.31791,2,0.00491987,0.230986,3.21134,2,-0.224842,-0.231418,2.63969,2,-0.314658,-0.202427,2.66313,2,0.231276,-0.235829,2.64424,2,0.323403,-0.19932,2.67444,2,
0.00403456,-0.308343,3.25432,2,0.00506385,0.00559772,3.23611,2,0.0053322,0.306122,3.20642,2,0.0148045,0.460299,3.17571,2,-0.157205,0.207702,3.17615,2,-0.239528,0.0434927,3.00787,2,-0.244626,-0.0896998,2.79129,2,-0.226552,-0.157036,2.65084,2,0.169006,0.198216,3.18681,2,0.277824,0.0590678,3.01722,2,0.28209,-0.0509535,2.81598,2,0.268496,-0.150455,2.66117,2,-0.0718624,-0.303475,3.21622,2,-0.143779,-0.694526,3.2965,2,-0.167437,-1.09272,3.37176,2,-0.171302,-1.1595,3.29937,2,0.0798584,-0.306657,3.22116,2,0.131536,-0.690354,3.29563,2,0.18287,-1.09188,3.38828,2,0.196929,-1.16639,3.3221,2,0.0052456,0.23189,3.21547,2,-0.224652,-0.183105,2.58134,2,-0.287362,-0.156205,2.62675,2,0.235524,-0.183282,2.58401,2,0.344101,-0.151857,2.635,2,
0.00439289,-0.30755,3.25566,2,0.00519941,0.00585136,3.23782,2,0.00535121,0.307195,3.20873,2,0.0142944,0.460795,3.17936,2,-0.156559,0.208425,3.17668,2,-0.232686,0.0965046,3.00663,2,-0.240395,-0.0233102,2.79464,2,-0.215118,-0.10467,2.6211,2,0.166884,0.196987,3.1862,2,0.266108,0.103612,3.01918,2,0.282334,-0.00488032,2.81983,2,0.276378,-0.090666,2.64601,2,-0.0712653,-0.301564,3.21807,2,-0.143388,-0.695627,3.29685,2,-0.16712,-1.09384,3.37151,2,-0.171769,-1.15921,3.29881,2,0.0800386,-0.306482,3.22188,2,0.131349,-0.690063,3.29541,2,0.182018,-1.09191,3.38712,2,0.195873,-1.16255,3.33571,2,0.005309,0.232761,3.21787,2,-0.191724,-0.136376,2.56635,2,-0.267534,-0.0976643,2.61365,2,0.254373,-0.132445,2.55957,2,0.342977,-0.102687,2.60788,2,
0.00506042,-0.294875,3.25701,2,0.00444131,0.00817242,3.23901,2,0.00402628,0.307358,3.20983,2,0.0145892,0.462071,3.18317,2,-0.15608,0.209689,3.17671,2,-0.23337,0.0994338,3.00716,2,-0.24844,0.00908046,2.78322,2,-0.224637,-0.0490033,2.59665,2,0.16716,0.197075,3.18643,2,0.263607,0.107706,3.01995,2,0.283998,0.0260031,2.80374,2,0.275474,-0.0477625,2.60815,2,-0.0703465,-0.287427,3.21883,2,-0.142694,-0.698259,3.29858,2,-0.167113,-1.09391,3.37144,2,-0.17197,-1.15896,3.29956,2,0.08042,-0.295691,3.22349,2,0.131225,-0.689857,3.29565,2,0.180434,-1.09048,3.38712,2,0.181028,-1.12871,3.27257,2,0.00417707,0.233329,3.219,2,-0.187898,-0.0772347,2.54233,2,-0.267336,-0.0607094,2.56011,2,0.250975,-0.0822183,2.5251,2,0.351565,-0.0521054,2.57925,2,
0.00453993,-0.291528,3.25883,2,0.0039819,0.011815,3.24217,2,0.00363122,0.310169,3.21367,2,0.0144581,0.462134,3.1859,2,-0.154976,0.210561,3.17706,2,-0.23809,0.112683,2.98489,2,-0.220422,0.0464159,2.71704,2,-0.216225,0.00363838,2.57318,2,0.15157,0.211088,3.19629,2,0.252923,0.123668,3.02348,2,0.293929,0.078098,2.80636,2,0.270647,0.00861541,2.58827,2,-0.0707671,-0.28592,3.21998,2,-0.142806,-0.698924,3.29899,2,-0.167031,-1.09317,3.3717,2,-0.171981,-1.15911,3.29938,2,0.079827,-0.289912,3.226,2,0.131185,-0.689909,3.29579,2,0.179796,-1.0897,3.38712,2,0.183142,-1.12736,3.2735,2,0.00374319,0.236434,3.22289,2,-0.20027,-0.0245426,2.52548,2,-0.259445,-0.00864172,2.53125,2,0.241481,-0.0251969,2.53412,2,0.313029,-0.000477907,2.5519,2,
