





































































-0.134879,-0.220356,2.56166,2,-0.121283,0.0936077,2.45137,2,-0.107205,0.398979,2.32717,2,-0.0881128,0.520031,2.28942,2,-0.261999,0.353999,2.36599,2,-0.424831,0.638982,2.3854,2,-0.429529,0.88686,2.33861,2,-0.404657,0.95776,2.34213,2,0.0689509,0.36107,2.35846,2,0.220444,0.575286,2.35669,2,0.254509,0.823208,2.32609,2,0.239068,0.922656,2.31879,2,-0.20832,-0.218628,2.52606,2,-0.262907,-0.63804,2.62658,2,-0.308218,-0.998864,2.68738,2,-0.331055,-1.08496,2.5957,2,-0.0573792,-0.21548,2.5205,2,0.0566232,-0.54189,2.56659,2,0.110711,-1.00444,2.66993,2,0.130981,-1.08496,2.57617,2,-0.110815,0.32395,2.36068,2,-0.379679,1.01177,2.35059,2,-0.447257,0.947976,2.33586,2,0.230543,0.992153,2.318,2,0.280338,0.939958,2.33025,2,
-0.132788,-0.199162,2.50955,2,-0.120243,0.0982701,2.43651,2,-0.10704,0.398574,2.32569,2,-0.0866161,0.518906,2.28704,2,-0.261615,0.353605,2.36435,2,-0.420301,0.639066,2.38205,2,-0.41034,0.887546,2.34244,2,-0.394133,0.949836,2.33809,2,0.0690861,0.360678,2.35713,2,0.222007,0.574778,2.35652,2,0.258302,0.822003,2.32942,2,0.248358,0.922307,2.32225,2,-0.206284,-0.19769,2.47196,2,-0.262402,-0.634916,2.62412,2,-0.308196,-0.998726,2.68651,2,-0.330626,-1.08557,2.59546,2,-0.0553199,-0.19469,2.47226,2,0.0565207,-0.5414,2.56499,2,0.110645,-1.00406,2.66905,2,0.130001,-1.08325,2.57862,2,-0.110546,0.323751,2.35824,2,-0.373955,1.01855,2.35328,2,-0.435629,0.967822,2.34817,2,0.240841,0.986506,2.32024,2,0.283384,0.937302,2.31572,2,
-0.125851,-0.202739,2.50593,2,-0.114541,0.0985167,2.42853,2,-0.105326,0.398319,2.3247,2,-0.0834561,0.518112,2.28637,2,-0.259051,0.361235,2.36327,2,-0.407444,0.635761,2.37803,2,-0.398701,0.882219,2.33891,2,-0.377201,0.952883,2.33336,2,0.0725206,0.365523,2.35737,2,0.231701,0.57527,2.35853,2,0.270158,0.838634,2.33169,2,0.259344,0.923229,2.32739,2,-0.199705,-0.200689,2.46909,2,-0.25503,-0.625556,2.60428,2,-0.316835,-1.02306,2.68192,2,-0.330365,-1.08763,2.59306,2,-0.0482292,-0.198819,2.46838,2,0.0506736,-0.610819,2.57061,2,0.111531,-1.0065,2.66925,2,0.129483,-1.08321,2.57933,2,-0.107787,0.323803,2.35533,2,-0.350085,1.01642,2.34001,2,-0.408297,0.978318,2.32942,2,0.252521,0.979973,2.32823,2,0.301544,0.899766,2.32038,2,
-0.119612,-0.164068,2.48759,2,-0.109997,0.113488,2.41689,2,-0.103077,0.398291,2.32323,2,-0.0737682,0.51493,2.28564,2,-0.256888,0.363818,2.36116,2,-0.394549,0.63635,2.37356,2,-0.381934,0.881158,2.33472,2,-0.356483,0.95911,2.32753,2,0.075091,0.367389,2.35713,2,0.244318,0.57209,2.36237,2,0.27793,0.838878,2.33338,2,0.274639,0.916396,2.33241,2,-0.193283,-0.161493,2.45075,2,-0.254746,-0.624147,2.60215,2,-0.316785,-1.02278,2.68099,2,-0.330581,-1.08777,2.59248,2,-0.0424146,-0.161801,2.45141,2,0.0505703,-0.610739,2.56968,2,0.113051,-1.01008,2.66787,2,0.12889,-1.08353,2.57942,2,-0.104923,0.325793,2.35179,2,-0.328161,1.02456,2.33661,2,-0.387145,0.982693,2.32396,2,0.269068,0.972737,2.33688,2,0.320338,0.898542,2.32686,2,
-0.118942,-0.156259,2.48263,2,-0.1036,0.119853,2.41027,2,-0.0855077,0.394823,2.31935,2,-0.06165,0.512593,2.28393,2,-0.242876,0.390109,2.35427,2,-0.377881,0.642771,2.36601,2,-0.3708,0.884176,2.32923,2,-0.334757,0.968354,2.32312,2,0.0910416,0.375797,2.36005,2,0.254858,0.565898,2.36489,2,0.303378,0.827696,2.33986,2,0.298911,0.899092,2.33823,2,-0.19253,-0.15106,2.44599,2,-0.253918,-0.620174,2.5978,2,-0.316682,-1.02256,2.68025,2,-0.330852,-1.088,2.59196,2,-0.0418974,-0.156464,2.4474,2,0.0504549,-0.610588,2.56886,2,0.113389,-1.01082,2.6671,2,0.128477,-1.08338,2.57968,2,-0.091087,0.326636,2.34565,2,-0.309809,1.03155,2.33346,2,-0.366997,0.988886,2.31954,2,0.294184,0.955065,2.33904,2,0.218903,0.922069,2.31683,2,
-0.119147,-0.152588,2.47941,2,-0.103331,0.122236,2.40807,2,-0.0854597,0.394846,2.31888,2,-0.0497713,0.512656,2.28267,2,-0.243892,0.387332,2.35419,2,-0.359409,0.66816,2.35736,2,-0.34971,0.908386,2.32303,2,-0.315423,0.966956,2.32003,2,0.0908654,0.374932,2.35952,2,0.266102,0.556851,2.3683,2,0.327131,0.808339,2.3476,2,0.317544,0.890343,2.34407,2,-0.192776,-0.148022,2.44375,2,-0.253804,-0.619513,2.59652,2,-0.317053,-1.02427,2.67965,2,-0.33085,-1.08811,2.59185,2,-0.0420688,-0.152488,2.44398,2,0.0499063,-0.610501,2.56814,2,0.113466,-1.01078,2.66688,2,0.128233,-1.08306,2.58055,2,-0.0909095,0.326984,2.34481,2,-0.281899,1.0365,2.33032,2,-0.340944,1.00284,2.3164,2,0.325608,0.946083,2.35627,2,0.229961,0.913801,2.32315,2,
-0.119461,-0.152006,2.47818,2,-0.103053,0.122971,2.40697,2,-0.0848497,0.394995,2.31871,2,-0.0346712,0.513217,2.2807,2,-0.242039,0.389138,2.35324,2,-0.353783,0.669787,2.355,2,-0.305264,0.91801,2.31597,2,-0.280276,0.979154,2.31574,2,0.0912148,0.373113,2.35936,2,0.277017,0.542699,2.37231,2,0.350834,0.771683,2.35279,2,0.344628,0.870662,2.35148,2,-0.193338,-0.14627,2.44269,2,-0.253786,-0.619427,2.59597,2,-0.317599,-1.02545,2.67954,2,-0.331373,-1.08868,2.59093,2,-0.0422731,-0.152461,2.44313,2,0.0505563,-0.612199,2.56781,2,0.113457,-1.01092,2.66663,2,0.128548,-1.08305,2.58119,2,-0.0902367,0.327381,2.34423,2,-0.253536,1.0437,2.3328,2,-0.309118,1.01,2.30591,2,0.344191,0.931575,2.35756,2,0.252583,0.899535,2.3308,2,
-0.119645,-0.152027,2.47729,2,-0.0961985,0.122799,2.40476,2,-0.0563257,0.391656,2.31646,2,-0.022568,0.511537,2.27769,2,-0.215095,0.384402,2.33416,2,-0.337433,0.67639,2.35013,2,-0.296238,0.916039,2.31329,2,-0.263273,0.977835,2.30897,2,0.107709,0.356959,2.36318,2,0.285199,0.522046,2.378,2,0.371501,0.802127,2.36302,2,0.363735,0.86033,2.35751,2,-0.193625,-0.145798,2.44143,2,-0.254452,-0.618939,2.59501,2,-0.31762,-1.02526,2.67912,2,-0.331409,-1.08868,2.5909,2,-0.0427956,-0.15333,2.44291,2,0.0515291,-0.625897,2.57177,2,0.113452,-1.0109,2.66635,2,0.128882,-1.08361,2.58129,2,-0.0674286,0.325547,2.34099,2,-0.211166,1.04558,2.32766,2,-0.294324,1.00592,2.309,2,0.365793,0.911105,2.35794,2,0.282897,0.892259,2.33333,2,
-0.122951,-0.159097,2.4774,2,-0.0961699,0.12138,2.40449,2,-0.0576059,0.391553,2.31672,2,-0.0110281,0.509703,2.27848,2,-0.217287,0.383953,2.3357,2,-0.320127,0.681882,2.34326,2,-0.27185,0.918782,2.30814,2,-0.237288,0.98331,2.30561,2,0.103461,0.35533,2.36182,2,0.290949,0.507642,2.38284,2,0.388923,0.763636,2.36841,2,0.390284,0.837789,2.3632,2,-0.196284,-0.150809,2.43954,2,-0.255764,-0.618395,2.59451,2,-0.317784,-1.02608,2.67915,2,-0.331289,-1.08941,2.59019,2,-0.0468855,-0.163852,2.44632,2,0.0514878,-0.625752,2.5715,2,0.113457,-1.01087,2.66625,2,0.129003,-1.08355,2.58174,2,-0.0679424,0.325247,2.34096,2,-0.203431,1.04912,2.32238,2,-0.259042,1.02762,2.31036,2,0.39136,0.902109,2.37301,2,0.332769,0.877306,2.347,2,
-0.124228,-0.160905,2.47663,2,-0.0961753,0.12094,2.40419,2,-0.0584806,0.391816,2.31705,2,0.00547968,0.509564,2.27783,2,-0.215548,0.383693,2.33496,2,-0.30195,0.690118,2.33671,2,-0.250236,0.923123,2.30257,2,-0.20845,0.985849,2.30041,2,0.103915,0.353183,2.36134,2,0.29815,0.498053,2.38366,2,0.40697,0.714908,2.37284,2,0.415757,0.813469,2.36934,2,-0.197326,-0.15192,2.43819,2,-0.257434,-0.617584,2.59367,2,-0.317683,-1.02728,2.67953,2,-0.331391,-1.09014,2.58961,2,-0.0482877,-0.166295,2.44626,2,0.0512856,-0.626227,2.57117,2,0.114005,-1.01169,2.66526,2,0.129112,-1.08359,2.58211,2,-0.0682866,0.325244,2.34099,2,-0.17255,1.04929,2.31289,2,-0.220075,1.03408,2.29683,2,0.425356,0.877566,2.37743,2,0.375156,0.84662,2.34142,2,
