


























































-0.396221,-0.750475,2.77083,2,-0.406275,-0.450439,2.75428,2,-0.414113,-0.154576,2.72452,2,-0.418441,-0.0372678,2.75201,2,-0.558783,-0.206994,2.70087,2,-0.595443,-0.516499,2.64195,2,-0.67691,-0.210898,2.63472,1,-0.666525,-0.138341,2.68384,2,-0.25206,-0.194084,2.72712,2,-0.15752,0.0204287,2.7322,1,-0.121792,0.250308,2.71349,1,-0.124577,0.264858,2.73379,1,-0.461163,-0.744208,2.7338,2,-0.50234,-0.983148,2.68113,2,-0.554913,-1.4485,2.73309,2,-0.53125,-1.50488,2.66602,2,-0.321603,-0.738434,2.74026,2,-0.26987,-1.01876,2.72251,2,-0.231419,-1.44356,2.78246,2,-0.238892,-1.53125,2.72461,2,-0.412541,-0.228015,2.73433,2,-0.669218,-0.128216,2.66452,2,-0.659408,-0.146178,2.67117,2,-0.113698,0.276813,2.71985,2,-0.133845,0.259549,2.72886,2,
-0.383237,-0.749614,2.74066,2,-0.403932,-0.450342,2.74633,2,-0.414536,-0.15465,2.72438,2,-0.419394,-0.0372199,2.75209,2,-0.55887,-0.206999,2.70091,2,-0.595552,-0.517584,2.64203,2,-0.677292,-0.21096,2.63478,1,-0.669496,-0.141167,2.68558,2,-0.254175,-0.19614,2.72362,2,-0.158528,0.0183774,2.73215,1,-0.122824,0.248933,2.73046,1,-0.127619,0.260511,2.72918,1,-0.448768,-0.742082,2.70507,2,-0.527859,-1.09345,2.7068,2,-0.538736,-1.43322,2.73096,2,-0.530761,-1.50619,2.66602,2,-0.30821,-0.738701,2.70853,2,-0.270036,-1.01823,2.72233,2,-0.231167,-1.43947,2.78075,2,-0.217098,-1.47502,2.66941,2,-0.412797,-0.228084,2.73354,2,-0.672198,-0.129983,2.67051,2,-0.660702,-0.129429,2.652,1,-0.113461,0.276254,2.71436,2,-0.14298,0.263256,2.71756,2,
-0.37921,-0.736472,2.73176,2,-0.402192,-0.444431,2.7384,2,-0.415728,-0.154135,2.7232,2,-0.422555,-0.0316897,2.74966,2,-0.559179,-0.206329,2.70022,2,-0.602093,-0.518937,2.6481,2,-0.681874,-0.209682,2.63607,1,-0.799441,0.224136,2.63125,2,-0.254747,-0.194157,2.72342,2,-0.158778,0.0217166,2.73307,1,-0.133069,0.254822,2.70666,1,-0.12976,0.266222,2.72141,1,-0.444591,-0.730725,2.69704,2,-0.502685,-1.07134,2.69024,2,-0.554673,-1.44864,2.7323,2,-0.530609,-1.50608,2.66113,2,-0.304501,-0.72397,2.69912,2,-0.271547,-1.08718,2.72192,2,-0.227791,-1.45395,2.78039,2,-0.244852,-1.53136,2.72518,2,-0.413597,-0.226821,2.73109,2,-0.818086,0.271799,2.61749,2,-0.760746,0.226556,2.59168,2,-0.1134,0.276093,2.71278,2,-0.148259,0.266952,2.7112,2,
-0.378527,-0.733513,2.72933,2,-0.401525,-0.442333,2.73577,2,-0.416197,-0.153768,2.72275,2,-0.426812,-0.0294075,2.74759,2,-0.559916,-0.205666,2.69993,2,-0.75653,-0.316425,2.62238,1,-0.775011,0.00347697,2.62569,2,-0.763903,0.057384,2.62858,2,-0.256573,-0.19465,2.72097,2,-0.161171,0.0228036,2.73105,1,-0.133869,0.257218,2.70888,1,-0.133483,0.266136,2.72124,1,-0.443626,-0.726367,2.69316,2,-0.502464,-1.07104,2.69007,2,-0.554251,-1.44855,2.73154,2,-0.530325,-1.50814,2.66218,2,-0.304085,-0.722253,2.69795,2,-0.271112,-1.08844,2.72207,2,-0.225489,-1.46463,2.78017,2,-0.245833,-1.53159,2.72201,2,-0.41384,-0.226035,2.72998,2,-0.783564,0.0984471,2.61892,2,-0.738053,0.0682911,2.59027,2,-0.113299,0.275833,2.71022,2,-0.153466,0.264757,2.71686,2,
-0.379115,-0.734213,2.72818,2,-0.40178,-0.442346,2.73461,2,-0.416981,-0.153445,2.72241,2,-0.428585,-0.0288171,2.74707,2,-0.560358,-0.20527,2.69977,2,-0.607806,-0.521784,2.65618,2,-0.687231,-0.208669,2.63942,1,-0.809104,0.222876,2.63077,2,-0.257992,-0.191812,2.72057,2,-0.162424,0.0272181,2.7305,2,-0.135838,0.263137,2.70706,2,-0.13739,0.269614,2.71959,1,-0.444256,-0.727701,2.69178,2,-0.502328,-1.07035,2.68999,2,-0.554073,-1.4485,2.73129,2,-0.522055,-1.51423,2.66393,2,-0.30463,-0.722561,2.69718,2,-0.271044,-1.08877,2.72235,2,-0.22527,-1.46513,2.78058,2,-0.245977,-1.53168,2.72097,2,-0.414363,-0.225711,2.72924,2,-0.827137,0.271074,2.63027,2,-0.770596,0.246266,2.59581,2,-0.11367,0.276747,2.7192,2,-0.160291,0.268273,2.70933,2,
-0.37837,-0.72982,2.72623,2,-0.401905,-0.440327,2.73288,2,-0.418572,-0.153008,2.72182,2,-0.433494,-0.0281025,2.74671,2,-0.561378,-0.204339,2.69941,2,-0.722803,-0.0284894,2.65193,2,-0.79699,0.188457,2.62956,2,-0.814957,0.235782,2.6261,2,-0.259565,-0.192924,2.71897,2,-0.170748,0.0211167,2.72769,2,-0.138446,0.249135,2.70705,2,-0.1427,0.262194,2.71921,2,-0.44329,-0.722103,2.68923,2,-0.502285,-1.07019,2.69001,2,-0.554592,-1.44768,2.72961,2,-0.523756,-1.51594,2.66259,2,-0.304126,-0.719457,2.69603,2,-0.271072,-1.09016,2.7228,2,-0.223912,-1.46661,2.77908,2,-0.24024,-1.53553,2.71603,2,-0.415399,-0.224893,2.72819,2,-0.826787,0.271936,2.62896,2,-0.768899,0.248426,2.59406,2,-0.113791,0.277062,2.72229,2,-0.165968,0.259666,2.71433,2,
-0.378744,-0.729038,2.7259,2,-0.402388,-0.439796,2.7322,2,-0.420187,-0.153008,2.72135,2,-0.437834,-0.0281383,2.74672,2,-0.562837,-0.20384,2.69927,2,-0.723056,-0.0293551,2.65213,2,-0.80062,0.180697,2.62762,2,-0.821407,0.231148,2.62682,2,-0.260839,-0.193617,2.71766,2,-0.177395,0.0169956,2.72599,2,-0.143529,0.239536,2.70443,2,-0.146202,0.270549,2.71419,1,-0.443628,-0.721339,2.68913,2,-0.502189,-1.06943,2.69016,2,-0.554658,-1.44721,2.72927,2,-0.524237,-1.51543,2.6616,2,-0.304551,-0.718733,2.69563,2,-0.271111,-1.08992,2.72264,2,-0.223882,-1.46663,2.77994,2,-0.2393,-1.53421,2.72047,2,-0.416531,-0.22464,2.72746,2,-0.839806,0.265892,2.63006,2,-0.77061,0.24632,2.59591,2,-0.116434,0.278134,2.73285,2,-0.173019,0.271823,2.69567,2,
-0.380317,-0.730369,2.72541,2,-0.406868,-0.440259,2.72999,2,-0.432254,-0.152087,2.71753,2,-0.443279,-0.0280564,2.74551,2,-0.564326,-0.203695,2.6992,2,-0.723968,-0.0295159,2.65148,2,-0.803566,0.175625,2.62567,2,-0.829599,0.225859,2.62744,2,-0.262438,-0.194426,2.71637,2,-0.183684,0.0141129,2.72328,2,-0.1485,0.232759,2.70349,2,-0.156261,0.266344,2.71562,1,-0.445128,-0.72266,2.68853,2,-0.502207,-1.06941,2.69019,2,-0.554627,-1.44688,2.72937,2,-0.523544,-1.51569,2.66166,2,-0.306202,-0.720117,2.6954,2,-0.271072,-1.0904,2.72268,2,-0.223247,-1.46811,2.78027,2,-0.248984,-1.53598,2.71701,2,-0.426183,-0.223976,2.72358,2,-0.849737,0.260867,2.63104,2,-0.777753,0.245271,2.59739,2,-0.135518,0.275703,2.70913,2,-0.180571,0.266399,2.7056,2,
-0.380332,-0.728995,2.72524,2,-0.406825,-0.439881,2.72971,2,-0.432103,-0.152248,2.71749,2,-0.452091,-0.0279733,2.74443,2,-0.565723,-0.203661,2.69912,2,-0.726198,-0.0315157,2.65153,2,-0.809097,0.17234,2.6245,2,-0.8373,0.223103,2.62313,2,-0.263531,-0.194502,2.71555,2,-0.186028,0.0837665,2.71736,2,-0.147253,0.301783,2.70105,1,-0.158398,0.355232,2.7034,2,-0.4451,-0.721529,2.68845,2,-0.502178,-1.06942,2.69021,2,-0.55478,-1.44683,2.72942,2,-0.520199,-1.51542,2.66229,2,-0.306274,-0.718568,2.69524,2,-0.271167,-1.09037,2.72268,2,-0.223068,-1.46823,2.78007,2,-0.249162,-1.53576,2.71714,2,-0.426112,-0.223991,2.72348,2,-0.849997,0.257546,2.6286,2,-0.784956,0.238742,2.59925,2,-0.135032,0.374358,2.72657,2,-0.190694,0.352837,2.67982,2,
-0.380193,-0.727986,2.72444,2,-0.406664,-0.439657,2.72915,2,-0.431706,-0.152829,2.71734,2,-0.457682,-0.0287334,2.74386,2,-0.567374,-0.204052,2.69886,2,-0.731015,-0.0301767,2.64967,2,-0.828697,0.166604,2.62073,2,-0.849324,0.216385,2.62276,2,-0.265158,-0.194806,2.7143,2,-0.190838,0.0776318,2.71498,2,-0.160125,0.296891,2.69728,2,-0.167131,0.355,2.69733,2,-0.445035,-0.721028,2.6876,2,-0.50186,-1.06894,2.6899,2,-0.555218,-1.44708,2.72974,2,-0.523396,-1.51392,2.66224,2,-0.306039,-0.716883,2.6946,2,-0.271151,-1.09037,2.7226,2,-0.223067,-1.46829,2.78012,2,-0.246151,-1.53329,2.71532,2,-0.425853,-0.224248,2.7232,2,-0.86431,0.247784,2.62286,2,-0.792379,0.233869,2.59715,2,-0.16141,0.371946,2.70926,2,-0.202732,0.345248,2.6675,2,
