


















-0.355986,-0.549952,2.51772,2,-0.346979,-0.262261,2.47028,2,-0.336239,0.0204216,2.41013,2,-0.305226,0.148783,2.3693,2,-0.492907,-0.0697745,2.40423,2,-0.59619,-0.208592,2.29959,2,-0.594184,-0.331609,2.14596,2,-0.583676,-0.380177,2.08811,2,-0.169647,-0.0883762,2.39925,2,-0.0708985,-0.207556,2.31234,2,-0.0191452,-0.28858,2.11645,2,-0.0153972,-0.330558,2.03927,2,-0.424922,-0.538482,2.48153,2,-0.404335,-0.858542,2.41127,2,-0.433214,-1.06105,2.64374,2,-0.450171,-1.12629,2.56938,2,-0.277719,-0.547022,2.48797,2,-0.27216,-0.867336,2.41858,2,-0.24181,-1.05319,2.65966,2,-0.232373,-1.11268,2.57207,2,-0.339235,-0.0495521,2.42743,2,-0.546873,-0.402044,2.05496,2,-0.484154,-0.383909,2.04907,2,-0.0088773,-0.355863,1.99968,2,0.0540787,-0.326891,2.019,2,
-0.355883,-0.551125,2.51738,2,-0.347012,-0.264248,2.46965,2,-0.336478,0.0174276,2.40907,2,-0.305349,0.14505,2.36836,2,-0.49302,-0.0730407,2.40365,2,-0.598114,-0.213605,2.30017,2,-0.593016,-0.33869,2.14285,2,-0.589696,-0.390066,2.08968,2,-0.169916,-0.0903883,2.39917,2,-0.0711602,-0.207661,2.31214,2,-0.0192511,-0.289671,2.11658,2,-0.019185,-0.339658,2.03786,2,-0.424823,-0.539873,2.48108,2,-0.401112,-0.859636,2.40866,2,-0.430367,-1.06243,2.6493,2,-0.451674,-1.12447,2.57183,2,-0.277628,-0.548002,2.48785,2,-0.27292,-0.868326,2.41775,2,-0.240744,-1.05332,2.65932,2,-0.232672,-1.11298,2.57179,2,-0.339416,-0.0522794,2.4265,2,-0.559228,-0.416043,2.05311,2,-0.486297,-0.387335,2.05218,2,-0.00901273,-0.362385,1.99807,2,-0.105159,-0.360375,2.012,2,
-0.355963,-0.553949,2.51676,2,-0.347655,-0.269529,2.46803,2,-0.337918,0.00915626,2.40602,2,-0.306539,0.13766,2.36605,2,-0.494642,-0.0819245,2.40117,2,-0.610262,-0.2275,2.25679,2,-0.591233,-0.357031,2.13346,2,-0.587767,-0.402314,2.08787,2,-0.170603,-0.0963735,2.39691,2,-0.0453269,-0.2204,2.25558,2,-0.0188018,-0.304563,2.10317,2,-0.0213369,-0.349082,2.03411,2,-0.424931,-0.543176,2.48035,2,-0.398742,-0.861935,2.40608,2,-0.430024,-1.06225,2.64174,2,-0.453569,-1.12738,2.5715,2,-0.277713,-0.550358,2.48754,2,-0.274619,-0.869751,2.41463,2,-0.240123,-1.05351,2.65876,2,-0.232421,-1.11313,2.57148,2,-0.340639,-0.0597689,2.42384,2,-0.556027,-0.427188,2.05075,2,-0.488349,-0.400883,2.05871,2,-0.0166801,-0.37145,1.99371,2,-0.105005,-0.370868,2.00947,2,
-0.356552,-0.559465,2.51609,2,-0.348673,-0.277381,2.46624,2,-0.339255,-0.000576199,2.40317,2,-0.308456,0.127436,2.36248,2,-0.496531,-0.0911428,2.39966,2,-0.597585,-0.240495,2.30122,2,-0.591372,-0.362931,2.13496,2,-0.589452,-0.416151,2.08944,2,-0.172533,-0.105071,2.39596,2,-0.045013,-0.220523,2.25601,2,-0.0218535,-0.312055,2.10392,2,-0.0218263,-0.357573,2.03279,2,-0.425555,-0.548894,2.48028,2,-0.39553,-0.866354,2.402,2,-0.430602,-1.06457,2.64587,2,-0.455236,-1.12626,2.57057,2,-0.278288,-0.555585,2.48659,2,-0.276275,-0.874026,2.41023,2,-0.238947,-1.05363,2.65601,2,-0.232708,-1.11454,2.5706,2,-0.341911,-0.0690921,2.42123,2,-0.56574,-0.442718,2.05317,2,-0.494132,-0.418905,2.05622,2,-0.0211692,-0.38176,1.99327,2,-0.105087,-0.380394,2.00792,2,
-0.356365,-0.56816,2.51597,2,-0.348985,-0.286803,2.46483,2,-0.339989,-0.0103255,2.4007,2,-0.309913,0.11839,2.35977,2,-0.49834,-0.100178,2.39794,2,-0.62017,-0.249093,2.26086,2,-0.593987,-0.376105,2.13722,2,-0.589355,-0.430208,2.09166,2,-0.173869,-0.112449,2.39389,2,-0.0452237,-0.223758,2.25609,2,-0.0231066,-0.343141,2.07926,2,-0.0246299,-0.368961,2.03033,2,-0.425404,-0.558007,2.47982,2,-0.391125,-0.8738,2.3963,2,-0.429872,-1.06414,2.64273,2,-0.455869,-1.12729,2.57123,2,-0.2781,-0.563666,2.48698,2,-0.278883,-0.880906,2.40612,2,-0.238692,-1.05547,2.65332,2,-0.23353,-1.11753,2.56971,2,-0.342546,-0.0787909,2.41901,2,-0.561043,-0.456723,2.05679,2,-0.50404,-0.431251,2.0593,2,-0.0220081,-0.393951,1.98885,2,-0.105353,-0.389207,2.01173,2,
-0.356414,-0.574443,2.51709,2,-0.349128,-0.295181,2.46432,2,-0.340178,-0.0212071,2.39827,2,-0.312304,0.108615,2.35714,2,-0.500498,-0.109907,2.39684,2,-0.602863,-0.266682,2.28862,2,-0.596698,-0.39195,2.14102,2,-0.589329,-0.444295,2.09272,2,-0.175654,-0.12087,2.39248,2,-0.0465351,-0.232844,2.25305,2,-0.0236913,-0.344766,2.07972,2,-0.0265749,-0.381498,2.02431,2,-0.425493,-0.564431,2.48086,2,-0.38822,-0.878856,2.39423,2,-0.433504,-1.06744,2.64628,2,-0.455577,-1.12791,2.56817,2,-0.278142,-0.569683,2.48842,2,-0.281714,-0.885397,2.40158,2,-0.239017,-1.05775,2.65135,2,-0.232016,-1.11859,2.56655,2,-0.342728,-0.0890186,2.4171,2,-0.56262,-0.469509,2.05811,2,-0.501064,-0.441471,2.06586,2,-0.031815,-0.406582,1.99069,2,-0.106054,-0.400661,2.00582,2,
-0.359461,-0.595318,2.52127,2,-0.352043,-0.309617,2.46573,2,-0.342703,-0.0299222,2.39805,2,-0.314259,0.098655,2.35463,2,-0.50209,-0.119888,2.39459,2,-0.613589,-0.269111,2.27337,2,-0.597256,-0.400473,2.14377,2,-0.589184,-0.455068,2.09713,2,-0.177428,-0.128507,2.39025,2,-0.0503141,-0.243195,2.24967,2,-0.0252727,-0.347638,2.08201,2,-0.0303675,-0.389956,2.02417,2,-0.428655,-0.586122,2.48555,2,-0.382842,-0.897126,2.38651,2,-0.43296,-1.06799,2.64742,2,-0.455885,-1.12706,2.56774,2,-0.281017,-0.589237,2.49218,2,-0.283584,-0.902654,2.39354,2,-0.238834,-1.05742,2.64945,2,-0.23189,-1.1197,2.56662,2,-0.34537,-0.0990645,2.41719,2,-0.562535,-0.482041,2.06207,2,-0.498262,-0.452733,2.0704,2,-0.0349834,-0.414992,1.98858,2,-0.110231,-0.411287,2.00536,2,
-0.361468,-0.607548,2.52712,2,-0.354016,-0.319485,2.46792,2,-0.344624,-0.0371551,2.39726,2,-0.316377,0.0928273,2.35474,2,-0.502363,-0.121812,2.3949,2,-0.604592,-0.280099,2.29049,2,-0.597938,-0.415039,2.14582,2,-0.596699,-0.464607,2.10617,2,-0.179733,-0.135599,2.39053,2,-0.051099,-0.248806,2.24884,2,-0.0282739,-0.355222,2.08528,2,-0.0334765,-0.399525,2.02679,2,-0.430459,-0.596248,2.49153,2,-0.379647,-0.903573,2.38012,2,-0.430876,-1.06619,2.64391,2,-0.45711,-1.12744,2.56975,2,-0.283204,-0.603491,2.49779,2,-0.28546,-0.913806,2.38641,2,-0.240169,-1.05771,2.64919,2,-0.230922,-1.11999,2.56668,2,-0.347303,-0.106957,2.41708,2,-0.568453,-0.493821,2.06615,2,-0.512561,-0.469185,2.06667,2,-0.0355826,-0.42494,1.99213,2,-0.112761,-0.422927,2.01263,2,
-0.362998,-0.613658,2.52965,2,-0.354448,-0.322587,2.46891,2,-0.344537,-0.0380245,2.39721,2,-0.31761,0.0877369,2.35402,2,-0.503963,-0.129973,2.39538,2,-0.605953,-0.287935,2.29166,2,-0.599114,-0.421805,2.14879,2,-0.597021,-0.474453,2.1061,2,-0.181821,-0.140901,2.3901,2,-0.0521651,-0.25499,2.24848,2,-0.0290339,-0.358696,2.08715,2,-0.0343611,-0.406581,2.02635,2,-0.432122,-0.603269,2.49453,2,-0.376993,-0.908129,2.37678,2,-0.431109,-1.06688,2.64475,2,-0.457091,-1.12735,2.56923,2,-0.284532,-0.608453,2.49976,2,-0.28767,-0.918446,2.3881,2,-0.239838,-1.05819,2.6493,2,-0.2294,-1.12096,2.56772,2,-0.347294,-0.108263,2.41722,2,-0.570761,-0.503321,2.06948,2,-0.518885,-0.478547,2.066,2,-0.0361599,-0.428955,1.99228,2,-0.111564,-0.429148,2.00981,2,
-0.363012,-0.613705,2.52988,2,-0.354445,-0.322993,2.46911,2,-0.344524,-0.0390129,2.39715,2,-0.319178,0.0823849,2.35253,2,-0.505755,-0.137463,2.39567,2,-0.605817,-0.293479,2.29292,2,-0.6027,-0.42704,2.15289,2,-0.600006,-0.482761,2.10914,2,-0.18205,-0.141705,2.38978,2,-0.0547487,-0.261545,2.24731,2,-0.0309396,-0.363624,2.09285,2,-0.0361862,-0.41388,2.02793,2,-0.432126,-0.603377,2.49466,2,-0.376736,-0.908286,2.37617,2,-0.432319,-1.06795,2.64493,2,-0.458292,-1.12726,2.56746,2,-0.28448,-0.60834,2.49998,2,-0.28884,-0.918243,2.38687,2,-0.239369,-1.061,2.64896,2,-0.229328,-1.1216,2.56419,2,-0.347288,-0.109144,2.41726,2,-0.569699,-0.508688,2.06978,2,-0.504629,-0.479898,2.07625,2,-0.0419291,-0.439685,1.9948,2,-0.117146,-0.435296,2.0115,2,
-0.362671,-0.613866,2.5299,2,-0.354775,-0.325463,2.46893,2,-0.346998,-0.0460075,2.39601,2,-0.320526,0.0795363,2.35174,2,-0.507274,-0.140297,2.39577,2,-0.606331,-0.297973,2.29426,2,-0.602466,-0.432235,2.15308,2,-0.597692,-0.485274,2.10837,2,-0.184587,-0.147354,2.38956,2,-0.0561401,-0.265753,2.24754,2,-0.032164,-0.36714,2.09365,2,-0.0381535,-0.418917,2.02818,2,-0.431832,-0.603765,2.4946,2,-0.376725,-0.908397,2.37521,2,-0.433166,-1.0684,2.64562,2,-0.457116,-1.12702,2.56595,2,-0.284005,-0.608292,2.50003,2,-0.289582,-0.918038,2.38673,2,-0.239738,-1.06179,2.64907,2,-0.230533,-1.12165,2.56325,2,-0.349111,-0.11494,2.41646,2,-0.572756,-0.512919,2.07064,2,-0.502628,-0.483556,2.07583,2,-0.0446606,-0.447107,1.99348,2,-0.11708,-0.439809,2.01353,2,
-0.362828,-0.613917,2.52981,2,-0.355697,-0.327379,2.46824,2,-0.348219,-0.0497003,2.39433,2,-0.321451,0.0777156,2.35142,2,-0.507941,-0.143139,2.39535,2,-0.607391,-0.298932,2.29478,2,-0.604509,-0.434592,2.15536,2,-0.599491,-0.487635,2.10911,2,-0.186052,-0.150273,2.38894,2,-0.0565699,-0.267222,2.24794,2,-0.0335111,-0.370731,2.09603,2,-0.0414694,-0.422743,2.0308,2,-0.432354,-0.604018,2.49436,2,-0.375646,-0.908315,2.37535,2,-0.432721,-1.06786,2.64584,2,-0.456224,-1.1265,2.56601,2,-0.284018,-0.608275,2.50001,2,-0.291096,-0.917711,2.38636,2,-0.239827,-1.06209,2.64875,2,-0.23048,-1.12142,2.56236,2,-0.350332,-0.118299,2.41506,2,-0.574196,-0.513288,2.07292,2,-0.504818,-0.485318,2.07886,2,-0.0458612,-0.448657,1.99413,2,-0.122769,-0.446345,2.01721,2,
