


















-0.180643,-0.418224,3.12491,2,-0.186631,-0.102501,3.10342,2,-0.191654,0.206971,3.06845,2,-0.189225,0.356636,3.055,2,-0.368337,0.112092,3.07991,2,-0.449651,-0.159231,3.06158,1,-0.494657,-0.393757,2.98468,1,-0.487145,-0.44911,2.95762,1,-0.0166704,0.0968222,3.07445,2,0.0728931,-0.164071,3.05805,1,0.128346,-0.394266,3.00646,1,0.121965,-0.460546,2.96563,1,-0.258533,-0.409752,3.08761,2,-0.291629,-0.84342,3.20718,2,-0.278565,-1.19519,3.25889,2,-0.39881,-1.21695,3.15066,2,-0.0984474,-0.416743,3.08784,2,-0.027652,-0.811001,3.14883,2,0.0147833,-1.21117,3.21201,2,-0.00219064,-1.27656,3.10354,2,-0.190567,0.13046,3.07964,2,-0.482016,-0.499708,2.92878,2,-0.530644,-0.441212,2.92633,2,0.120108,-0.510962,2.93706,2,0.0596313,-0.482645,2.93617,2,
-0.180296,-0.413291,3.12415,2,-0.187047,-0.101141,3.10329,2,-0.192542,0.207009,3.06879,2,-0.189283,0.356878,3.0543,2,-0.368673,0.112619,3.08056,2,-0.449389,-0.159591,3.06016,1,-0.494214,-0.393153,2.98511,1,-0.490339,-0.450506,2.96028,1,-0.0170547,0.0981506,3.07492,2,0.0730465,-0.163593,3.05836,1,0.127902,-0.393678,3.00661,1,0.130389,-0.460278,2.96441,1,-0.258215,-0.405433,3.087,2,-0.290555,-0.84156,3.20701,2,-0.283283,-1.20486,3.25062,2,-0.384105,-1.24975,3.12858,2,-0.0980933,-0.411315,3.08721,2,-0.0286557,-0.80944,3.14828,2,0.00337148,-1.20025,3.22581,2,0.0710449,-1.27051,3.0957,2,-0.19125,0.130747,3.0798,2,-0.483556,-0.505035,2.9302,2,-0.539928,-0.448788,2.92983,2,0.144096,-0.506998,2.93872,2,0.079449,-0.491743,2.93364,2,
-0.179835,-0.413422,3.12394,2,-0.186765,-0.101103,3.10335,2,-0.192324,0.207025,3.06931,2,-0.189234,0.356848,3.05428,2,-0.368741,0.11255,3.0807,2,-0.448987,-0.159061,3.0595,1,-0.494163,-0.392953,2.98536,1,-0.492511,-0.449685,2.96446,1,-0.016705,0.0981455,3.07517,2,0.0729104,-0.163904,3.05828,1,0.127818,-0.393519,3.00657,1,0.120916,-0.459739,2.96988,1,-0.257738,-0.405565,3.08673,2,-0.289361,-0.852093,3.21265,2,-0.280432,-1.203,3.25442,2,-0.407188,-1.24437,3.17417,2,-0.0976454,-0.411462,3.08713,2,-0.0314317,-0.826748,3.15559,2,0.00135937,-1.19287,3.22725,2,0.0526116,-1.2599,3.07953,2,-0.191022,0.130776,3.08018,2,-0.485711,-0.505042,2.94399,2,-0.536121,-0.440886,2.93785,2,0.120327,-0.514978,2.94135,2,0.0659863,-0.487595,2.94664,2,
-0.179619,-0.413318,3.12388,2,-0.186706,-0.101026,3.10354,2,-0.19261,0.206834,3.07021,2,-0.189314,0.356669,3.05444,2,-0.368712,0.112543,3.08069,2,-0.448201,-0.159406,3.05804,1,-0.49418,-0.393209,2.98562,1,-0.491837,-0.449836,2.96606,1,-0.0165243,0.0982184,3.07535,2,0.072654,-0.163868,3.05837,1,0.127168,-0.393548,3.00602,1,0.11788,-0.458176,2.96937,1,-0.257511,-0.405455,3.08677,2,-0.289109,-0.850686,3.21232,2,-0.278809,-1.20127,3.25791,2,-0.322636,-1.26566,3.10653,2,-0.0974298,-0.411367,3.08703,2,-0.0309118,-0.815377,3.15012,2,-0.00554668,-1.18251,3.23735,2,-0.000306244,-1.26458,3.08956,2,-0.191195,0.13069,3.08086,2,-0.485375,-0.5073,2.94801,2,-0.540108,-0.4391,2.94272,2,0.119536,-0.508144,2.93852,2,0.0607387,-0.47846,2.94336,2,
-0.179314,-0.412066,3.12367,2,-0.186708,-0.100734,3.10358,2,-0.192826,0.20661,3.07052,2,-0.189176,0.356432,3.05469,2,-0.367799,0.109108,3.07983,2,-0.44789,-0.162628,3.05493,1,-0.494351,-0.393338,2.98609,1,-0.491387,-0.448477,2.9687,1,-0.016383,0.0982518,3.07534,2,0.0720823,-0.166269,3.05732,1,0.125599,-0.394247,3.00531,1,0.114206,-0.459211,2.9689,1,-0.257315,-0.404895,3.08652,2,-0.288043,-0.847939,3.21091,2,-0.279818,-1.19306,3.25581,2,-0.322418,-1.26373,3.10834,2,-0.0970127,-0.40916,3.08702,2,-0.0345127,-0.801557,3.14498,2,-0.00475163,-1.18486,3.23469,2,0.0413268,-1.24939,3.08306,2,-0.191333,0.130627,3.08105,2,-0.490398,-0.509768,2.94526,2,-0.539657,-0.4244,2.949,2,0.119703,-0.512942,2.93843,2,0.0608722,-0.484145,2.939,2,
-0.179248,-0.411884,3.12367,2,-0.186735,-0.100693,3.10358,2,-0.193057,0.206363,3.0706,2,-0.189028,0.35644,3.05488,2,-0.367704,0.109267,3.07977,2,-0.44767,-0.162762,3.05461,1,-0.493977,-0.39336,2.98747,1,-0.491897,-0.45031,2.96916,1,-0.0159504,0.0981856,3.07537,2,0.0720639,-0.166256,3.05725,1,0.124503,-0.393976,3.00575,1,0.118101,-0.459065,2.96921,1,-0.257229,-0.4046,3.08657,2,-0.287785,-0.847533,3.21086,2,-0.282076,-1.19117,3.25553,2,-0.373265,-1.24415,3.12822,2,-0.0969759,-0.409093,3.08701,2,-0.0352005,-0.797054,3.14302,2,-0.00488481,-1.18263,3.23397,2,-0.0064532,-1.2644,3.08599,2,-0.191498,0.130489,3.08112,2,-0.487261,-0.508931,2.95105,2,-0.533679,-0.451228,2.93042,2,0.129898,-0.510495,2.93872,2,0.0653244,-0.48077,2.94743,2,
-0.178534,-0.410905,3.12349,2,-0.186297,-0.100161,3.10357,2,-0.192891,0.20641,3.07064,2,-0.188938,0.356429,3.05491,2,-0.367693,0.109277,3.07973,2,-0.447556,-0.162461,3.05357,1,-0.493989,-0.393419,2.98741,1,-0.492402,-0.450018,2.9658,1,-0.0158592,0.0975579,3.07518,2,0.0720498,-0.166343,3.05715,1,0.123558,-0.393857,3.00606,1,0.116963,-0.456878,2.96873,1,-0.25638,-0.403183,3.08624,2,-0.287054,-0.843201,3.20901,2,-0.287534,-1.19153,3.25165,2,-0.381656,-1.24227,3.12593,2,-0.0964258,-0.408545,3.08697,2,-0.0333803,-0.799727,3.14389,2,-0.00439286,-1.18258,3.23087,2,0.0247442,-1.26086,3.0838,2,-0.191301,0.130605,3.08115,2,-0.486569,-0.509909,2.94379,2,-0.538209,-0.42833,2.94715,2,0.118417,-0.512874,2.93391,2,0.0657632,-0.487705,2.94205,2,
-0.178373,-0.411009,3.12345,2,-0.186266,-0.100201,3.10361,2,-0.193006,0.20625,3.07086,2,-0.188457,0.356519,3.05568,2,-0.367679,0.109486,3.07982,2,-0.447135,-0.162374,3.05275,1,-0.494199,-0.393322,2.98764,1,-0.490623,-0.448949,2.96638,1,-0.0159531,0.0978866,3.0754,2,0.0709568,-0.166148,3.05693,1,0.123034,-0.393876,3.00611,1,0.118772,-0.458681,2.96891,1,-0.256214,-0.40332,3.0861,2,-0.286833,-0.844363,3.20924,2,-0.28533,-1.19787,3.25201,2,-0.312365,-1.27002,3.09344,2,-0.0962256,-0.408682,3.08709,2,-0.0331715,-0.800054,3.14393,2,-0.00410731,-1.18389,3.23027,2,0.0739706,-1.26268,3.10039,2,-0.191375,0.13048,3.08133,2,-0.483993,-0.508915,2.94809,2,-0.537138,-0.426293,2.9499,2,0.124352,-0.509148,2.93807,2,0.0671994,-0.482636,2.94221,2,
-0.178319,-0.411006,3.12352,2,-0.186292,-0.100074,3.10405,2,-0.193248,0.206362,3.07181,2,-0.187793,0.356528,3.0568,2,-0.367644,0.109781,3.07992,2,-0.446776,-0.162136,3.0524,1,-0.49428,-0.393089,2.98768,1,-0.491651,-0.450436,2.96566,1,-0.0159425,0.0978926,3.07539,2,0.0707183,-0.166042,3.05665,1,0.122232,-0.393726,3.00637,1,0.11783,-0.459992,2.97084,1,-0.256159,-0.403286,3.08623,2,-0.286578,-0.844194,3.20934,2,-0.28308,-1.19724,3.25304,2,-0.316876,-1.27137,3.09567,2,-0.096177,-0.408723,3.08715,2,-0.0319019,-0.805811,3.14618,2,-0.00386913,-1.18448,3.22961,2,0.0104752,-1.27734,3.08594,2,-0.191572,0.130601,3.08217,2,-0.486784,-0.509953,2.94582,2,-0.538723,-0.419177,2.95107,2,0.127677,-0.51334,2.93667,2,0.0651517,-0.485063,2.94158,2,
-0.178256,-0.410925,3.12357,2,-0.186367,-0.0999235,3.10425,2,-0.193575,0.206443,3.07219,2,-0.187223,0.356502,3.05741,2,-0.367676,0.109914,3.07988,2,-0.446584,-0.162192,3.05189,1,-0.494421,-0.393196,2.98742,1,-0.492413,-0.449511,2.96557,1,-0.0158152,0.0979549,3.07553,2,0.0704191,-0.166079,3.05657,1,0.120655,-0.393953,3.00565,1,0.116065,-0.45827,2.96914,1,-0.256014,-0.403167,3.08615,2,-0.286628,-0.844005,3.20941,2,-0.285294,-1.18575,3.25385,2,-0.34818,-1.2569,3.11284,2,-0.0961806,-0.408657,3.08746,2,-0.0327072,-0.803083,3.1453,2,-0.00444505,-1.18299,3.23029,2,0.00561132,-1.27691,3.07912,2,-0.191839,0.130706,3.08252,2,-0.490502,-0.509822,2.94305,2,-0.537719,-0.419516,2.94626,2,0.130685,-0.510553,2.9379,2,0.0635651,-0.484654,2.94156,2,
