




































-0.351913,-0.838279,2.93998,2,-0.376087,-0.543562,2.92036,2,-0.398071,-0.252186,2.88782,2,-0.398688,-0.0919733,2.88941,2,-0.537193,-0.327235,2.8584,2,-0.608456,-0.396905,2.70667,1,-0.444653,-0.387987,2.60492,1,-0.390857,-0.385556,2.57469,1,-0.232099,-0.319073,2.88061,2,-0.121159,-0.377626,2.77585,1,-0.264746,-0.381546,2.64803,1,-0.312793,-0.383368,2.60919,1,-0.417282,-0.830609,2.90253,2,-0.525165,-1.09446,2.74933,2,-0.553688,-1.53862,2.82814,2,-0.486981,-1.55695,2.73453,2,-0.278562,-0.82695,2.91081,2,-0.17872,-1.103,2.77248,2,-0.180781,-1.42266,2.85995,1,-0.171874,-1.48036,2.74517,2,-0.392951,-0.324634,2.89829,2,-0.389406,-0.384124,2.56513,1,-0.387513,-0.382257,2.55266,1,-0.311642,-0.381957,2.59959,1,-0.31014,-0.380116,2.58706,1,
-0.357719,-0.823521,2.88563,2,-0.376765,-0.542504,2.90516,2,-0.397354,-0.254658,2.88711,2,-0.398047,-0.0934734,2.88754,2,-0.537153,-0.327281,2.85777,2,-0.610992,-0.39657,2.67803,2,-0.666,-0.377396,2.48338,2,-0.671732,-0.394072,2.38468,2,-0.232048,-0.321503,2.87907,2,-0.120993,-0.377905,2.77542,1,-0.271874,-0.382598,2.64308,1,-0.322352,-0.384672,2.60269,1,-0.423099,-0.814,2.84764,2,-0.527374,-1.11031,2.7607,2,-0.55684,-1.55576,2.83988,2,-0.494072,-1.53302,2.73533,2,-0.284182,-0.814277,2.85786,2,-0.173383,-1.11483,2.79997,2,-0.173686,-1.43521,2.88882,1,-0.201459,-1.54135,2.82776,2,-0.392488,-0.326202,2.89606,2,-0.666055,-0.394663,2.35532,2,-0.723578,-0.395563,2.372,2,-0.321178,-0.383272,2.59321,1,-0.319647,-0.381445,2.58085,1,
-0.35937,-0.824532,2.88334,2,-0.378003,-0.544251,2.89856,2,-0.396114,-0.259304,2.88615,2,-0.397068,-0.0991075,2.88433,2,-0.536179,-0.331672,2.85687,2,-0.612872,-0.396191,2.67408,2,-0.616053,-0.406772,2.46848,2,-0.65803,-0.400873,2.38101,2,-0.228134,-0.332357,2.87634,2,-0.118968,-0.381574,2.77464,1,-0.203381,-0.393752,2.58796,1,-0.268854,-0.396909,2.42274,1,-0.424633,-0.814906,2.84588,2,-0.501013,-1.12493,2.76325,2,-0.531327,-1.49353,2.85383,2,-0.514959,-1.55109,2.76689,2,-0.285967,-0.815493,2.85545,2,-0.213189,-1.10242,2.79281,2,-0.231117,-1.39075,2.91287,2,-0.22908,-1.49644,2.84246,2,-0.391866,-0.329903,2.89333,2,-0.673131,-0.40281,2.35607,2,-0.717967,-0.396765,2.38117,2,-0.311558,-0.395624,2.40324,2,-0.311107,-0.387666,2.408,2,
-0.361493,-0.828482,2.88117,2,-0.378622,-0.547995,2.89428,2,-0.39446,-0.265883,2.88469,2,-0.396169,-0.108647,2.88391,2,-0.536113,-0.333,2.85626,2,-0.614045,-0.395239,2.66876,2,-0.65165,-0.410065,2.46633,2,-0.663968,-0.408466,2.37991,2,-0.225112,-0.344328,2.87385,2,-0.11087,-0.397474,2.76761,2,-0.0577022,-0.392703,2.56469,2,-0.0237458,-0.389907,2.4292,2,-0.426471,-0.817336,2.84404,2,-0.500674,-1.12341,2.76144,2,-0.533322,-1.49945,2.85058,2,-0.512415,-1.55395,2.76504,2,-0.288377,-0.821368,2.85326,2,-0.214683,-1.09519,2.79257,2,-0.232038,-1.37724,2.90474,2,-0.230247,-1.48199,2.84243,2,-0.390844,-0.335847,2.89044,2,-0.665239,-0.409656,2.35336,2,-0.70692,-0.400278,2.37422,2,0.00448409,-0.38365,2.40601,2,-0.0868804,-0.39481,2.40246,2,
-0.363883,-0.8365,2.87945,2,-0.379965,-0.55697,2.89012,2,-0.394273,-0.279297,2.88232,2,-0.394792,-0.115302,2.88147,2,-0.534808,-0.350737,2.8519,2,-0.617071,-0.400761,2.66,2,-0.65565,-0.41172,2.46577,2,-0.668688,-0.417765,2.37849,2,-0.224089,-0.351396,2.87275,2,-0.109625,-0.402842,2.76862,2,-0.0574781,-0.396437,2.56325,2,-0.021464,-0.396103,2.42668,2,-0.429423,-0.826772,2.84219,2,-0.500107,-1.12348,2.75729,2,-0.53396,-1.49943,2.84792,2,-0.498129,-1.55643,2.76831,2,-0.290202,-0.827699,2.85205,2,-0.21451,-1.09208,2.79081,2,-0.228096,-1.42025,2.90266,1,-0.233256,-1.52575,2.83437,2,-0.39109,-0.348308,2.88698,2,-0.682938,-0.418356,2.35315,2,-0.720081,-0.416682,2.37309,2,0.00524307,-0.389478,2.40123,2,-0.0657887,-0.403816,2.4035,2,
-0.364797,-0.843809,2.8779,2,-0.378057,-0.565464,2.88663,2,-0.388576,-0.29029,2.87914,2,-0.394019,-0.131204,2.88092,2,-0.533585,-0.359314,2.8497,2,-0.619083,-0.405291,2.65694,2,-0.598139,-0.421204,2.44547,2,-0.652871,-0.424622,2.37641,2,-0.223494,-0.359816,2.87193,2,-0.110247,-0.413099,2.77131,2,-0.0572476,-0.402988,2.56511,2,-0.256279,-0.419785,2.4178,2,-0.430475,-0.834131,2.84111,2,-0.498315,-1.12293,2.75288,2,-0.533777,-1.50092,2.8459,2,-0.495183,-1.55598,2.76675,2,-0.290976,-0.834711,2.85038,2,-0.213153,-1.09191,2.78751,2,-0.220832,-1.37698,2.8909,2,-0.230474,-1.48574,2.83995,2,-0.386395,-0.358701,2.88348,2,-0.683436,-0.428242,2.35397,2,-0.700372,-0.405303,2.38175,2,-0.306187,-0.420004,2.39606,2,-0.309668,-0.412086,2.3975,2,
-0.365735,-0.850351,2.87655,2,-0.378497,-0.572029,2.885,2,-0.388835,-0.296629,2.87861,2,-0.392314,-0.135007,2.87672,2,-0.532633,-0.368617,2.84836,2,-0.617856,-0.412359,2.65403,2,-0.595673,-0.425128,2.44166,2,-0.647799,-0.430818,2.37249,2,-0.222309,-0.37069,2.8676,2,-0.105727,-0.418683,2.76721,2,-0.0537789,-0.407901,2.55996,2,-0.0156043,-0.411925,2.42647,2,-0.43159,-0.84076,2.83896,2,-0.496014,-1.11943,2.74431,2,-0.534449,-1.50167,2.84462,2,-0.500042,-1.55374,2.76597,2,-0.291759,-0.841147,2.85004,2,-0.212167,-1.09208,2.78311,2,-0.186957,-1.50694,2.8784,2,-0.241221,-1.55651,2.82675,2,-0.386655,-0.365125,2.8826,2,-0.679179,-0.435227,2.34882,2,-0.702236,-0.420488,2.37667,2,0.00539249,-0.409194,2.40743,2,-0.0600759,-0.418099,2.3991,2,
-0.364711,-0.859144,2.87497,2,-0.377774,-0.583486,2.88234,2,-0.388821,-0.310908,2.87597,2,-0.392492,-0.147243,2.87447,2,-0.532516,-0.376062,2.84522,2,-0.617128,-0.420424,2.65,2,-0.593589,-0.430416,2.43693,2,-0.645101,-0.43999,2.36813,2,-0.222333,-0.37917,2.86636,2,-0.105403,-0.426437,2.76518,2,-0.0525456,-0.417512,2.55739,2,-0.167862,-0.431872,2.41489,2,-0.430695,-0.848817,2.83775,2,-0.492979,-1.11876,2.73651,2,-0.533955,-1.50076,2.84086,2,-0.496058,-1.55006,2.76606,2,-0.29065,-0.850464,2.84839,2,-0.208989,-1.09557,2.77718,2,-0.18638,-1.51789,2.8785,2,-0.244144,-1.55926,2.82542,2,-0.386409,-0.378716,2.87986,2,-0.66572,-0.443285,2.34478,2,-0.693022,-0.428835,2.36744,2,-0.225714,-0.432828,2.40261,2,-0.215809,-0.427699,2.4,2,
-0.366207,-0.867164,2.87401,2,-0.378844,-0.590287,2.8808,2,-0.389562,-0.316437,2.87446,2,-0.392019,-0.15671,2.87254,2,-0.532059,-0.379635,2.84469,2,-0.615956,-0.430219,2.6499,2,-0.600974,-0.4511,2.43619,2,-0.640981,-0.449563,2.36501,2,-0.222198,-0.380197,2.86617,2,-0.106659,-0.431895,2.76393,2,-0.0529086,-0.424161,2.55552,2,-0.0249941,-0.429489,2.42478,2,-0.43235,-0.857976,2.83694,2,-0.492617,-1.12047,2.73259,2,-0.534225,-1.501,2.8404,2,-0.499152,-1.54978,2.7672,2,-0.291975,-0.857271,2.84751,2,-0.208487,-1.09741,2.77394,2,-0.186666,-1.52504,2.88041,2,-0.245939,-1.56009,2.82531,2,-0.387221,-0.384571,2.87832,2,-0.668645,-0.452703,2.34452,2,-0.694168,-0.433653,2.37017,2,0.0064511,-0.429719,2.40349,2,-0.101183,-0.432738,2.3936,2,
-0.36532,-0.879915,2.87314,2,-0.377843,-0.600997,2.87956,2,-0.388518,-0.325125,2.87325,2,-0.391156,-0.165028,2.87151,2,-0.529077,-0.399176,2.83825,2,-0.613182,-0.442381,2.64014,2,-0.647549,-0.45923,2.44046,2,-0.650261,-0.461251,2.36191,2,-0.220642,-0.397154,2.86525,2,-0.099018,-0.44908,2.75945,2,-0.0486247,-0.43791,2.54896,2,-0.0108888,-0.43542,2.42253,2,-0.431459,-0.872252,2.83613,2,-0.49243,-1.12264,2.72853,2,-0.532755,-1.50129,2.83827,2,-0.496436,-1.54956,2.76884,2,-0.291129,-0.868267,2.84675,2,-0.202536,-1.11387,2.76605,2,-0.182034,-1.54454,2.87991,2,-0.249993,-1.56071,2.8232,2,-0.386178,-0.393766,2.87709,2,-0.655374,-0.461724,2.33505,2,-0.69669,-0.460048,2.35182,2,0.015852,-0.432464,2.40276,2,-0.0598154,-0.441306,2.39873,2,
