












































-0.398357,-0.715352,2.47564,2,-0.414731,-0.420262,2.48714,2,-0.428537,-0.129985,2.48532,2,-0.420989,0.0103479,2.50324,2,-0.557136,-0.180646,2.45977,2,-0.668577,-0.0923691,2.35693,1,-0.442655,-0.0915264,2.38918,1,-0.411746,-0.0758656,2.4078,1,-0.276617,-0.176437,2.48806,2,-0.134612,-0.0905716,2.43234,1,-0.298048,-0.113747,2.44604,1,-0.352796,-0.132633,2.45916,1,-0.456926,-0.706677,2.44025,2,-0.539046,-0.947345,2.31854,2,-0.509358,-1.12652,2.39349,2,-0.518555,-1.24414,2.36328,2,-0.329119,-0.704892,2.4448,2,-0.224589,-0.953586,2.37508,2,-0.246272,-1.13938,2.42909,2,-0.243854,-1.20972,2.31799,2,-0.425526,-0.201952,2.48812,2,-0.362448,-0.0503716,2.3896,2,-0.432994,-0.0261944,2.37822,2,-0.41545,-0.136002,2.43875,2,-0.361385,-0.0880805,2.41544,2,
-0.392984,-0.660213,2.43126,2,-0.412838,-0.401758,2.47104,2,-0.428193,-0.12983,2.48321,2,-0.42029,0.010332,2.49909,2,-0.556557,-0.180736,2.45766,2,-0.670543,-0.0904119,2.35419,1,-0.440304,-0.090435,2.38811,1,-0.407874,-0.076402,2.41021,1,-0.276389,-0.176319,2.48604,2,-0.131752,-0.0886748,2.43009,1,-0.285957,-0.193101,2.44135,1,-0.327412,-0.215466,2.42584,1,-0.451637,-0.652916,2.39803,2,-0.441386,-0.990625,2.39703,2,-0.563256,-1.23407,2.39586,2,-0.468153,-1.26159,2.35507,2,-0.323989,-0.650162,2.40061,2,-0.251909,-0.888726,2.38857,2,-0.242803,-1.12223,2.41526,2,-0.226265,-1.17215,2.28953,2,-0.425085,-0.200549,2.48496,2,-0.363909,-0.0695795,2.4065,2,-0.393243,-0.0128722,2.36158,2,-0.394298,-0.232035,2.41218,2,-0.383598,-0.157256,2.42429,2,
-0.39282,-0.659115,2.42939,2,-0.412049,-0.39745,2.467,2,-0.427909,-0.129611,2.48246,2,-0.419905,0.0106053,2.49741,2,-0.55645,-0.180635,2.45696,2,-0.674048,-0.0897981,2.35698,1,-0.441818,-0.0872531,2.38814,1,-0.403599,-0.0729825,2.39903,1,-0.276262,-0.176311,2.48533,2,-0.130797,-0.08811,2.42927,1,-0.286215,-0.193381,2.44105,1,-0.326237,-0.218436,2.42613,1,-0.451539,-0.651655,2.39638,2,-0.497512,-0.935937,2.35946,2,-0.51846,-1.20706,2.41044,2,-0.516187,-1.22327,2.30073,2,-0.323903,-0.649429,2.39934,2,-0.257712,-0.936501,2.38545,2,-0.236277,-1.20857,2.43328,2,-0.19531,-1.20518,2.32714,2,-0.424435,-0.19878,2.48309,2,-0.360612,-0.0745151,2.40877,2,-0.3922,-0.0421944,2.3621,2,-0.400838,-0.237167,2.40552,2,-0.385259,-0.156786,2.42524,2,
-0.392918,-0.658447,2.42867,2,-0.411928,-0.395237,2.46561,2,-0.427698,-0.129071,2.48229,2,-0.419771,0.0106844,2.49668,2,-0.556405,-0.180563,2.4566,2,-0.675355,-0.0894755,2.35779,1,-0.442286,-0.0925642,2.38833,2,-0.407107,-0.0849394,2.40186,1,-0.276202,-0.176302,2.48497,2,-0.130322,-0.0877321,2.42904,1,-0.28646,-0.193631,2.44072,1,-0.32648,-0.218445,2.42671,1,-0.451689,-0.650922,2.39569,2,-0.497674,-0.93557,2.35993,2,-0.520358,-1.19318,2.40667,2,-0.513108,-1.23942,2.30425,2,-0.324041,-0.648898,2.39902,2,-0.257532,-0.936364,2.38517,2,-0.229105,-1.23408,2.44642,2,-0.231355,-1.16665,2.35661,2,-0.424154,-0.197139,2.48232,2,-0.366321,-0.0883223,2.41035,2,-0.448047,-0.0673768,2.396,2,-0.40004,-0.234596,2.40727,2,-0.383903,-0.156902,2.42513,2,
-0.39283,-0.658336,2.42821,2,-0.411509,-0.394391,2.46461,2,-0.427345,-0.128687,2.48205,2,-0.419619,0.0108753,2.49615,2,-0.556379,-0.180532,2.45642,2,-0.678712,-0.100821,2.35083,1,-0.445925,-0.114,2.3836,1,-0.409457,-0.0645146,2.3923,1,-0.27615,-0.176304,2.48474,2,-0.130022,-0.0875116,2.42879,1,-0.286441,-0.193615,2.44064,1,-0.327057,-0.218268,2.42577,1,-0.451608,-0.650838,2.39535,2,-0.497649,-0.935549,2.35981,2,-0.521675,-1.21823,2.40484,2,-0.513916,-1.26219,2.29948,2,-0.32398,-0.648833,2.3987,2,-0.257425,-0.936586,2.38516,2,-0.227903,-1.23435,2.44565,2,-0.20476,-1.27658,2.36109,2,-0.423651,-0.196169,2.48156,2,-0.370044,-0.0399054,2.3778,2,-0.402753,-0.0299172,2.36325,2,-0.39895,-0.237473,2.40072,2,-0.385318,-0.156776,2.42469,2,
-0.392817,-0.658284,2.42787,2,-0.411509,-0.393888,2.46403,2,-0.427344,-0.12846,2.48203,2,-0.419538,0.0109162,2.49582,2,-0.556314,-0.180691,2.45598,2,-0.679967,-0.104646,2.34871,1,-0.446687,-0.113211,2.38191,1,-0.417137,-0.0819477,2.41454,1,-0.27611,-0.176294,2.4846,2,-0.1298,-0.0874477,2.42842,1,-0.286426,-0.193602,2.44058,1,-0.328269,-0.214565,2.4261,1,-0.451609,-0.650836,2.39504,2,-0.497637,-0.935512,2.3597,2,-0.513434,-1.18566,2.40612,2,-0.534964,-1.24841,2.36141,2,-0.323978,-0.648787,2.39847,2,-0.257501,-0.935864,2.38528,2,-0.224811,-1.23349,2.44574,2,-0.23776,-1.18297,2.34443,2,-0.42367,-0.195646,2.48127,2,-0.362432,-0.0354702,2.39039,2,-0.458338,-0.0172449,2.3949,2,-0.403531,-0.239141,2.39689,2,-0.390682,-0.152247,2.42718,2,
-0.3929,-0.657806,2.42751,2,-0.411413,-0.393019,2.46346,2,-0.427211,-0.128277,2.48203,2,-0.419463,0.0110307,2.49565,2,-0.556297,-0.180607,2.45587,2,-0.680618,-0.106624,2.34759,1,-0.446877,-0.11697,2.37915,1,-0.404948,-0.0667131,2.39428,1,-0.276064,-0.176312,2.48443,2,-0.129607,-0.087373,2.4283,1,-0.286397,-0.19358,2.44064,1,-0.329134,-0.214447,2.42641,1,-0.451716,-0.650248,2.39467,2,-0.497652,-0.935315,2.35969,2,-0.51403,-1.18198,2.40432,2,-0.525104,-1.24551,2.34962,2,-0.32405,-0.648458,2.39825,2,-0.257489,-0.935831,2.38525,2,-0.226078,-1.23616,2.44865,2,-0.237463,-1.18991,2.34458,2,-0.423521,-0.195147,2.48103,2,-0.357549,-0.0413731,2.38942,2,-0.405772,-0.0272121,2.36233,2,-0.40726,-0.238481,2.40346,2,-0.392173,-0.151024,2.42645,2,
-0.39284,-0.657727,2.42724,2,-0.411249,-0.39261,2.4629,2,-0.427118,-0.128168,2.48193,2,-0.419228,0.011283,2.49517,2,-0.556248,-0.180626,2.45568,2,-0.680992,-0.107948,2.34675,1,-0.447013,-0.11866,2.3779,1,-0.403626,-0.0654095,2.39423,1,-0.276012,-0.176369,2.48428,2,-0.129577,-0.0870374,2.42839,1,-0.286361,-0.19355,2.44053,1,-0.326537,-0.216796,2.42649,1,-0.451627,-0.650138,2.3941,2,-0.497636,-0.935747,2.35996,2,-0.522499,-1.18041,2.40838,2,-0.51796,-1.24348,2.3466,2,-0.324025,-0.648421,2.39814,2,-0.257255,-0.93624,2.38515,2,-0.238531,-1.17755,2.42516,2,-0.220842,-1.22241,2.31879,2,-0.423376,-0.194796,2.48067,2,-0.353464,-0.0385765,2.39607,2,-0.4086,-0.0275492,2.36599,2,-0.405091,-0.237228,2.39836,2,-0.39001,-0.152145,2.42571,2,
-0.39325,-0.657469,2.42689,2,-0.411336,-0.391992,2.46238,2,-0.426907,-0.127806,2.48184,2,-0.419195,0.0113689,2.49505,2,-0.556249,-0.18057,2.45562,2,-0.681435,-0.109772,2.34571,1,-0.44727,-0.119367,2.37693,1,-0.404203,-0.0633502,2.39609,1,-0.275979,-0.176416,2.4842,2,-0.129588,-0.086773,2.42841,1,-0.286348,-0.193532,2.4406,1,-0.327133,-0.216701,2.42777,1,-0.452062,-0.649816,2.39376,2,-0.497677,-0.935966,2.35997,2,-0.51441,-1.17323,2.39908,2,-0.505648,-1.22004,2.29336,2,-0.324398,-0.648259,2.39789,2,-0.257205,-0.936352,2.38508,2,-0.233908,-1.18774,2.43367,2,-0.214842,-1.235,2.32972,2,-0.423212,-0.194167,2.4803,2,-0.357134,-0.0329343,2.39809,2,-0.403732,-0.0276411,2.36517,2,-0.40733,-0.235076,2.40297,2,-0.398269,-0.14853,2.42525,2,
-0.393221,-0.657427,2.42675,2,-0.411206,-0.391853,2.4621,2,-0.426772,-0.127808,2.48177,2,-0.419159,0.0114212,2.49492,2,-0.556244,-0.180559,2.45558,2,-0.681621,-0.111043,2.34486,1,-0.447487,-0.113417,2.37798,2,-0.400569,-0.0577927,2.39825,1,-0.275939,-0.176422,2.48414,2,-0.12936,-0.0865332,2.4292,1,-0.286336,-0.193515,2.44066,1,-0.327473,-0.216403,2.42695,1,-0.452046,-0.64979,2.39361,2,-0.497818,-0.936135,2.35998,2,-0.513818,-1.1727,2.39869,2,-0.504822,-1.21958,2.29263,2,-0.324369,-0.648222,2.39781,2,-0.257141,-0.936416,2.38492,2,-0.227711,-1.24475,2.44407,2,-0.246884,-1.16764,2.36457,2,-0.423067,-0.194086,2.48011,2,-0.347317,-0.0239814,2.41139,2,-0.400699,-0.0145083,2.36718,2,-0.405496,-0.237468,2.40077,2,-0.392052,-0.151176,2.4255,2,
