














































-0.115332,-0.435984,2.38419,2,-0.137696,-0.148763,2.29513,2,-0.158611,0.132552,2.19299,2,-0.163979,0.269524,2.19211,2,-0.287489,0.0495918,2.15992,2,-0.39173,-0.00437222,1.94029,2,-0.499911,0.038714,1.80149,1,-0.468613,-0.0256699,1.69044,1,-0.00466383,0.0533098,2.17989,2,0.090329,0.0123027,2.02314,1,-0.0963896,-0.014371,1.87005,1,-0.158529,-0.0232491,1.82279,1,-0.178093,-0.430581,2.34394,2,-0.254558,-0.66287,2.35979,2,-0.283586,-1.07995,2.47044,2,-0.291241,-1.15738,2.41895,2,-0.0492599,-0.428852,2.35589,2,0.020555,-0.655072,2.34246,2,0.0331952,-1.085,2.46275,2,0.0591816,-1.14892,2.38583,2,-0.153624,0.0631082,2.22085,2,-0.476874,-0.0358544,1.66926,2,-0.444598,-0.0138479,1.6695,2,-0.157682,-0.0231249,1.81305,1,-0.156578,-0.0229629,1.80035,1,
-0.119519,-0.433661,2.35867,2,-0.137597,-0.148014,2.28695,2,-0.157706,0.132583,2.19205,2,-0.163813,0.26887,2.19106,2,-0.287139,0.0492031,2.15937,2,-0.39118,-0.00435777,1.94059,2,-0.278433,-0.0390598,1.72697,2,-0.402341,-0.0378545,1.67411,2,-0.00457481,0.0531247,2.17954,2,0.0905052,0.00983096,2.02438,1,-0.0559128,-0.0147877,2.13955,1,-0.100743,-0.00813521,2.1424,1,-0.182078,-0.428471,2.32001,2,-0.257093,-0.670678,2.36075,2,-0.282873,-1.0805,2.47118,2,-0.290858,-1.15664,2.41712,2,-0.0535156,-0.426331,2.32922,2,0.0266024,-0.675032,2.34609,2,0.0342096,-1.08433,2.46101,2,0.0583025,-1.14882,2.38539,2,-0.15275,0.0632311,2.21898,2,-0.435287,-0.041394,1.65739,2,-0.329449,-0.0463803,1.652,2,-0.154825,0.00883038,2.14207,2,-0.0977957,-0.0860308,2.09222,2,
-0.119931,-0.433748,2.35729,2,-0.138437,-0.147857,2.28405,2,-0.157809,0.132695,2.19134,2,-0.16311,0.267484,2.18955,2,-0.286929,0.0481197,2.159,2,-0.389612,-0.00449169,1.94356,2,-0.37339,-0.0475744,1.70753,2,-0.408218,-0.0406718,1.6715,2,-0.00415655,0.0521253,2.17899,2,0.0948122,0.00457201,2.0314,1,-0.0593925,-0.0167575,2.15025,1,-0.119153,-0.000680846,2.14614,1,-0.18258,-0.428589,2.31827,2,-0.259078,-0.750382,2.35309,2,-0.279318,-1.08826,2.47488,2,-0.291344,-1.15977,2.40984,2,-0.0538393,-0.426406,2.32829,2,0.0136702,-0.740102,2.33968,2,0.0354156,-1.08676,2.46037,2,0.0559656,-1.1508,2.38292,2,-0.153029,0.0633956,2.2176,2,-0.434133,-0.0457979,1.65355,2,-0.340459,-0.0472119,1.65024,2,-0.171274,0.0169662,2.1394,2,-0.0952864,-0.0876353,2.09186,2,
-0.120105,-0.433906,2.35712,2,-0.138808,-0.148844,2.28302,2,-0.15778,0.130523,2.19022,2,-0.1615,0.263785,2.18692,2,-0.286116,0.0465077,2.15863,2,-0.386945,-0.00616631,1.94567,2,-0.33326,-0.0492343,1.71827,2,-0.401998,-0.046687,1.67155,2,-0.00362002,0.0505017,2.17843,2,0.0946356,-0.00133885,2.03476,1,-0.0644164,-0.0196655,2.16414,1,-0.130482,0.00140418,2.15089,1,-0.182744,-0.428733,2.31811,2,-0.259231,-0.750601,2.35175,2,-0.277488,-1.09215,2.47572,2,-0.293009,-1.16126,2.40725,2,-0.054036,-0.426613,2.32828,2,0.0139724,-0.740004,2.33834,2,0.0361369,-1.0879,2.46,2,0.0550085,-1.15175,2.38185,2,-0.153161,0.0615184,2.2163,2,-0.435514,-0.0494607,1.64941,2,-0.328513,-0.0505289,1.64912,2,-0.174603,0.0170731,2.13996,2,-0.139838,-0.0404615,2.10852,2,
-0.120332,-0.434094,2.3575,2,-0.138646,-0.15031,2.28227,2,-0.156049,0.125552,2.18822,2,-0.160565,0.25732,2.18462,2,-0.285492,0.0446077,2.15826,2,-0.358993,-0.0316161,2.00727,2,-0.332915,-0.0515149,1.76754,2,-0.403547,-0.0533525,1.67138,2,-0.00277965,0.0481918,2.1774,2,0.097905,-0.00502296,2.0319,1,-0.0633984,-0.0238988,2.16078,1,-0.128858,-0.00582692,2.1505,1,-0.182909,-0.428846,2.31823,2,-0.259507,-0.749523,2.3462,2,-0.27646,-1.09346,2.47567,2,-0.2933,-1.16168,2.40654,2,-0.0543271,-0.426929,2.32926,2,0.0151051,-0.740268,2.33495,2,0.0363682,-1.08852,2.45867,2,0.0543364,-1.15197,2.38001,2,-0.151968,0.0575847,2.2145,2,-0.426392,-0.0545297,1.65122,2,-0.332044,-0.0580845,1.64959,2,-0.17667,0.0183898,2.14363,2,-0.134452,-0.0541475,2.0982,2,
-0.120706,-0.437973,2.36057,2,-0.138501,-0.15651,2.28182,2,-0.155018,0.116334,2.18559,2,-0.158028,0.247764,2.18191,2,-0.280658,0.0282613,2.15644,2,-0.368523,-0.0324887,1.97819,2,-0.384671,-0.0619026,1.74646,2,-0.407578,-0.0601486,1.6709,2,0.00158286,0.0305204,2.17483,2,0.100523,-0.00968469,2.03091,1,-0.0658516,-0.0303207,2.16824,1,-0.132438,-0.0132304,2.15485,1,-0.18328,-0.432266,2.3207,2,-0.260266,-0.749757,2.34162,2,-0.275981,-1.09588,2.47605,2,-0.276986,-1.17201,2.4237,2,-0.0546966,-0.431212,2.33318,2,0.0172605,-0.744551,2.33001,2,0.0364518,-1.08898,2.45808,2,0.0542195,-1.15199,2.37919,2,-0.151164,0.0490457,2.21229,2,-0.423069,-0.0628556,1.64925,2,-0.342563,-0.0647642,1.64793,2,-0.173487,-0.000768457,2.14145,2,-0.14229,-0.0576545,2.11359,2,
-0.121003,-0.442041,2.36385,2,-0.137469,-0.163549,2.28248,2,-0.152148,0.10636,2.18483,2,-0.155167,0.236875,2.18017,2,-0.279067,0.0144679,2.15462,2,-0.368412,-0.0348348,1.97737,2,-0.384173,-0.0619016,1.75195,2,-0.406068,-0.0691985,1.66951,2,0.0058134,0.0151116,2.17041,2,0.106322,-0.0245527,2.03399,1,-0.0593256,-0.0362296,2.16456,1,-0.127841,-0.0202291,2.15406,1,-0.18362,-0.436256,2.32417,2,-0.260984,-0.749788,2.33333,2,-0.275986,-1.09695,2.47589,2,-0.285526,-1.1705,2.41842,2,-0.054957,-0.435271,2.33645,2,0.019799,-0.747959,2.32469,2,0.0369945,-1.08961,2.45662,2,0.0534165,-1.15253,2.37775,2,-0.148777,0.0397968,2.21178,2,-0.413248,-0.0718887,1.64543,2,-0.342178,-0.0736924,1.64614,2,-0.17533,0.00991382,2.15167,2,-0.140141,-0.0673482,2.11209,2,
-0.121098,-0.448872,2.36876,2,-0.137713,-0.165862,2.28379,2,-0.152335,0.10633,2.18505,2,-0.152732,0.225534,2.17891,2,-0.27963,0.0155108,2.15512,2,-0.368573,-0.0464681,1.96669,2,-0.383988,-0.0686143,1.74489,2,-0.403838,-0.0793264,1.66878,2,0.00675545,0.00946485,2.16962,2,0.105945,-0.0227417,2.03407,1,-0.0536922,-0.0468447,2.16353,1,-0.12093,-0.0335703,2.15469,1,-0.183699,-0.439937,2.32824,2,-0.262192,-0.74947,2.32681,2,-0.2757,-1.09779,2.47583,2,-0.289706,-1.1701,2.41719,2,-0.0550793,-0.446164,2.34235,2,0.0237195,-0.753297,2.31715,2,0.0371193,-1.08992,2.45614,2,0.0535082,-1.15271,2.3772,2,-0.14897,0.0395107,2.2121,2,-0.417895,-0.0799338,1.6466,2,-0.339852,-0.0831552,1.64753,2,-0.171245,-0.0250945,2.14185,2,-0.127231,-0.081033,2.11625,2,
-0.121625,-0.455624,2.37321,2,-0.138005,-0.183075,2.28578,2,-0.152649,0.0796171,2.18274,2,-0.150991,0.215422,2.17749,2,-0.276141,-0.0086631,2.1562,2,-0.369341,-0.0582059,1.96019,2,-0.371741,-0.0835017,1.74139,2,-0.398989,-0.0931444,1.66569,2,0.00795322,-0.00451155,2.17017,2,0.10466,-0.0254599,2.03339,1,-0.0492766,-0.0567454,2.16292,1,-0.116232,-0.0474779,2.15345,1,-0.184422,-0.449104,2.33406,2,-0.263706,-0.751057,2.32154,2,-0.275546,-1.09794,2.47554,2,-0.291045,-1.169,2.41532,2,-0.0554289,-0.450201,2.34564,2,0.0263461,-0.755442,2.31037,2,0.0375657,-1.09109,2.45495,2,0.0531788,-1.15402,2.37676,2,-0.149231,0.0148497,2.21098,2,-0.416872,-0.0940921,1.64674,2,-0.335265,-0.0961666,1.6455,2,-0.163995,-0.043987,2.14278,2,-0.109343,-0.100182,2.10547,2,
-0.12344,-0.46984,2.38074,2,-0.137616,-0.196892,2.28821,2,-0.150771,0.0692822,2.18226,2,-0.149999,0.198311,2.17713,2,-0.274121,-0.0209821,2.15734,2,-0.36681,-0.0659388,1.96088,2,-0.375947,-0.0921072,1.74458,2,-0.399934,-0.103293,1.66658,2,0.0091076,-0.0236725,2.17047,2,0.101902,-0.0358026,2.03163,1,-0.0491292,-0.0647524,2.16155,1,-0.114865,-0.0562724,2.15374,1,-0.1866,-0.466614,2.34222,2,-0.265109,-0.752867,2.31586,2,-0.27596,-1.09765,2.47415,2,-0.288635,-1.16243,2.4054,2,-0.0568457,-0.460493,2.35253,2,0.0285211,-0.759627,2.30365,2,0.0381082,-1.0923,2.45359,2,0.051586,-1.15331,2.37736,2,-0.147664,0.00362568,2.21105,2,-0.39936,-0.106101,1.64084,2,-0.334567,-0.108036,1.64514,2,-0.166164,-0.0528111,2.14231,2,-0.10993,-0.111839,2.10721,2,
